Kommunkod,Kommun,Kon,År,Befolkningstäthet (invånare per kvkm),Folkmängd
1440,Ale,1+2,2002,81.2,25835.0
1440,Ale,1+2,2003,81.7,25993.0
1440,Ale,1+2,2004,82.6,26288.0
1440,Ale,1+2,2005,83.0,26405.0
1440,Ale,1+2,2006,84.2,26800.0
1440,Ale,1+2,2007,85.1,27092.0
1440,Ale,1+2,2008,85.8,27323.0
1440,Ale,1+2,2009,86.1,27394.0
1440,Ale,1+2,2010,86.2,27442.0
1440,Ale,1+2,2011,87.1,27577.0
1440,Ale,1+2,2012,87.9,27842.0
1440,Ale,1+2,2013,88.5,28074.0
1440,Ale,1+2,2014,89.7,28423.0
1440,Ale,1+2,2015,91.0,28862.0
1440,Ale,1+2,2016,93.2,29549.0
1440,Ale,1+2,2017,95.3,30223.0
1440,Ale,1+2,2018,97.6,30926.0
1440,Ale,1+2,2019,99.1,31402.0
1440,Ale,1+2,2020,100.5,31868.0
1440,Ale,1+2,2021,101.4,32148.0
1440,Ale,1+2,2022,102.2,32394.0
1440,Ale,1+2,2023,102.4,32446.0
1440,Ale,1+2,2024,102.3,32576.0
1440,Ale,1+2,2025,102.4,32620.0
1441,Lerum,1+2,2000,135.3,35214.0
1441,Lerum,1+2,2001,135.7,35322.0
1441,Lerum,1+2,2002,136.6,35558.0
1441,Lerum,1+2,2003,137.9,35890.0
1441,Lerum,1+2,2004,139.2,36224.0
1441,Lerum,1+2,2005,140.3,36506.0
1441,Lerum,1+2,2006,142.5,37092.0
1441,Lerum,1+2,2007,144.9,37711.0
1441,Lerum,1+2,2008,146.3,38085.0
1441,Lerum,1+2,2009,147.1,38301.0
1441,Lerum,1+2,2010,148.2,38580.0
1441,Lerum,1+2,2011,150.0,38788.0
1441,Lerum,1+2,2012,151.0,39070.0
1441,Lerum,1+2,2013,152.0,39319.0
1441,Lerum,1+2,2014,153.8,39771.0
1441,Lerum,1+2,2015,155.4,40181.0
1441,Lerum,1+2,2016,157.4,40692.0
1441,Lerum,1+2,2017,160.6,41510.0
1441,Lerum,1+2,2018,163.0,42137.0
1441,Lerum,1+2,2019,164.6,42568.0
1441,Lerum,1+2,2020,166.4,43020.0
1441,Lerum,1+2,2021,167.9,43399.0
1441,Lerum,1+2,2022,168.4,43536.0
1441,Lerum,1+2,2023,169.1,43706.0
1441,Lerum,1+2,2024,167.7,43570.0
1441,Lerum,1+2,2025,168.4,43752.0
1442,Vårgårda,1+2,2000,25.0,10714.0
1442,Vårgårda,1+2,2001,24.9,10677.0
1442,Vårgårda,1+2,2002,24.9,10668.0
1442,Vårgårda,1+2,2003,24.9,10692.0
1442,Vårgårda,1+2,2004,24.9,10680.0
1442,Vårgårda,1+2,2005,25.1,10756.0
1442,Vårgårda,1+2,2006,25.4,10896.0
1442,Vårgårda,1+2,2007,25.6,10988.0
1442,Vårgårda,1+2,2008,25.6,10976.0
1442,Vårgårda,1+2,2009,25.6,10967.0
1442,Vårgårda,1+2,2010,25.5,10943.0
1442,Vårgårda,1+2,2011,25.8,10994.0
1442,Vårgårda,1+2,2012,25.8,11030.0
1442,Vårgårda,1+2,2013,25.9,11065.0
1442,Vårgårda,1+2,2014,26.0,11089.0
1442,Vårgårda,1+2,2015,26.2,11165.0
1442,Vårgårda,1+2,2016,26.5,11295.0
1442,Vårgårda,1+2,2017,26.9,11490.0
1442,Vårgårda,1+2,2018,27.3,11658.0
1442,Vårgårda,1+2,2019,27.7,11810.0
1442,Vårgårda,1+2,2020,28.0,11946.0
1442,Vårgårda,1+2,2021,28.6,12180.0
1442,Vårgårda,1+2,2022,28.8,12268.0
1442,Vårgårda,1+2,2023,29.0,12384.0
1442,Vårgårda,1+2,2024,29.1,12474.0
1442,Vårgårda,1+2,2025,29.1,12472.0
1443,Bollebygd,1+2,2000,29.8,7884.0
1443,Bollebygd,1+2,2001,29.8,7890.0
1443,Bollebygd,1+2,2002,29.6,7831.0
1443,Bollebygd,1+2,2003,29.8,7891.0
1443,Bollebygd,1+2,2004,30.1,7973.0
1443,Bollebygd,1+2,2005,30.5,8086.0
1443,Bollebygd,1+2,2006,30.9,8179.0
1443,Bollebygd,1+2,2007,30.9,8193.0
1443,Bollebygd,1+2,2008,31.1,8232.0
1443,Bollebygd,1+2,2009,31.2,8253.0
1443,Bollebygd,1+2,2010,31.6,8375.0
1443,Bollebygd,1+2,2011,31.7,8356.0
1443,Bollebygd,1+2,2012,32.3,8507.0
1443,Bollebygd,1+2,2013,32.5,8562.0
1443,Bollebygd,1+2,2014,32.9,8652.0
1443,Bollebygd,1+2,2015,33.4,8799.0
1443,Bollebygd,1+2,2016,34.6,9102.0
1443,Bollebygd,1+2,2017,35.2,9262.0
1443,Bollebygd,1+2,2018,35.8,9427.0
1443,Bollebygd,1+2,2019,36.1,9495.0
1443,Bollebygd,1+2,2020,36.2,9544.0
1443,Bollebygd,1+2,2021,36.6,9634.0
1443,Bollebygd,1+2,2022,36.9,9703.0
1443,Bollebygd,1+2,2023,37.0,9733.0
1443,Bollebygd,1+2,2024,37.0,9802.0
1443,Bollebygd,1+2,2025,37.0,9784.0
1444,Grästorp,1+2,2000,22.3,5924.0
1444,Grästorp,1+2,2001,22.2,5900.0
1444,Grästorp,1+2,2002,22.0,5848.0
1444,Grästorp,1+2,2003,22.0,5835.0
1444,Grästorp,1+2,2004,21.8,5794.0
1444,Grästorp,1+2,2005,21.7,5762.0
1444,Grästorp,1+2,2006,21.9,5809.0
1444,Grästorp,1+2,2007,21.9,5831.0
1444,Grästorp,1+2,2008,22.0,5851.0
1444,Grästorp,1+2,2009,22.0,5857.0
1444,Grästorp,1+2,2010,21.7,5776.0
1444,Grästorp,1+2,2011,21.4,5674.0
1444,Grästorp,1+2,2012,21.3,5639.0
1444,Grästorp,1+2,2013,21.3,5641.0
1444,Grästorp,1+2,2014,21.3,5630.0
1444,Grästorp,1+2,2015,21.3,5644.0
1444,Grästorp,1+2,2016,21.6,5721.0
1444,Grästorp,1+2,2017,21.7,5750.0
1444,Grästorp,1+2,2018,21.7,5731.0
1444,Grästorp,1+2,2019,21.5,5693.0
1444,Grästorp,1+2,2020,21.5,5685.0
1444,Grästorp,1+2,2021,21.7,5730.0
1444,Grästorp,1+2,2022,21.3,5646.0
1444,Grästorp,1+2,2023,21.0,5563.0
1444,Grästorp,1+2,2024,20.9,5555.0
1444,Grästorp,1+2,2025,21.1,5602.0
1445,Essunga,1+2,2000,24.7,5835.0
1445,Essunga,1+2,2001,24.7,5818.0
1445,Essunga,1+2,2002,24.4,5757.0
1445,Essunga,1+2,2003,24.3,5736.0
1445,Essunga,1+2,2004,24.4,5750.0
1445,Essunga,1+2,2005,24.2,5717.0
1445,Essunga,1+2,2006,24.0,5651.0
1445,Essunga,1+2,2007,23.9,5638.0
1445,Essunga,1+2,2008,23.9,5625.0
1445,Essunga,1+2,2009,23.8,5601.0
1445,Essunga,1+2,2010,23.6,5564.0
1445,Essunga,1+2,2011,23.4,5493.0
1445,Essunga,1+2,2012,23.4,5502.0
1445,Essunga,1+2,2013,23.4,5494.0
1445,Essunga,1+2,2014,23.6,5538.0
1445,Essunga,1+2,2015,23.8,5590.0
1445,Essunga,1+2,2016,24.0,5620.0
1445,Essunga,1+2,2017,24.1,5647.0
1445,Essunga,1+2,2018,24.2,5671.0
1445,Essunga,1+2,2019,24.1,5654.0
1445,Essunga,1+2,2020,24.2,5687.0
1445,Essunga,1+2,2021,24.3,5698.0
1445,Essunga,1+2,2022,24.4,5717.0
1445,Essunga,1+2,2023,24.1,5656.0
1445,Essunga,1+2,2024,23.6,5560.0
1445,Essunga,1+2,2025,23.6,5559.0
1446,Karlsborg,1+2,2000,17.4,7100.0
1446,Karlsborg,1+2,2001,17.3,7038.0
1446,Karlsborg,1+2,2002,17.1,6967.0
1446,Karlsborg,1+2,2003,17.0,6923.0
1446,Karlsborg,1+2,2004,16.9,6905.0
1446,Karlsborg,1+2,2005,16.9,6898.0
1446,Karlsborg,1+2,2006,16.9,6880.0
1446,Karlsborg,1+2,2007,16.8,6850.0
1446,Karlsborg,1+2,2008,16.6,6790.0
1446,Karlsborg,1+2,2009,16.6,6784.0
1446,Karlsborg,1+2,2010,16.5,6752.0
1446,Karlsborg,1+2,2011,16.6,6722.0
1446,Karlsborg,1+2,2012,16.5,6699.0
1446,Karlsborg,1+2,2013,16.7,6757.0
1446,Karlsborg,1+2,2014,16.7,6786.0
1446,Karlsborg,1+2,2015,16.7,6764.0
1446,Karlsborg,1+2,2016,17.0,6913.0
1446,Karlsborg,1+2,2017,17.1,6954.0
1446,Karlsborg,1+2,2018,17.1,6941.0
1446,Karlsborg,1+2,2019,17.1,6940.0
1446,Karlsborg,1+2,2020,17.1,6962.0
1446,Karlsborg,1+2,2021,17.2,6965.0
1446,Karlsborg,1+2,2022,17.4,7057.0
1446,Karlsborg,1+2,2023,17.4,7061.0
1446,Karlsborg,1+2,2024,17.2,7023.0
1446,Karlsborg,1+2,2025,17.3,7047.0
1447,Gullspång,1+2,2000,18.7,5911.0
1447,Gullspång,1+2,2001,18.6,5866.0
1447,Gullspång,1+2,2002,18.3,5765.0
1447,Gullspång,1+2,2003,18.1,5726.0
1447,Gullspång,1+2,2004,17.9,5653.0
1447,Gullspång,1+2,2005,17.7,5595.0
1447,Gullspång,1+2,2006,17.5,5506.0
1447,Gullspång,1+2,2007,17.2,5425.0
1447,Gullspång,1+2,2008,17.0,5371.0
1447,Gullspång,1+2,2009,16.9,5335.0
1447,Gullspång,1+2,2010,16.8,5291.0
1447,Gullspång,1+2,2011,16.8,5251.0
1447,Gullspång,1+2,2012,16.6,5221.0
1447,Gullspång,1+2,2013,16.6,5185.0
1447,Gullspång,1+2,2014,16.6,5240.0
1447,Gullspång,1+2,2015,16.6,5229.0
1447,Gullspång,1+2,2016,16.8,5307.0
1447,Gullspång,1+2,2017,16.7,5280.0
1447,Gullspång,1+2,2018,16.8,5293.0
1447,Gullspång,1+2,2019,16.7,5280.0
1447,Gullspång,1+2,2020,16.4,5169.0
1447,Gullspång,1+2,2021,16.5,5206.0
1447,Gullspång,1+2,2022,16.5,5194.0
1447,Gullspång,1+2,2023,16.2,5119.0
1447,Gullspång,1+2,2024,15.8,5031.0
1447,Gullspång,1+2,2025,15.6,4949.0
1452,Tranemo,1+2,2000,16.2,12037.0
1452,Tranemo,1+2,2001,16.1,12016.0
1452,Tranemo,1+2,2002,16.1,11988.0
1452,Tranemo,1+2,2003,16.0,11887.0
1452,Tranemo,1+2,2004,16.0,11894.0
1452,Tranemo,1+2,2005,15.9,11804.0
1452,Tranemo,1+2,2006,15.8,11742.0
1452,Tranemo,1+2,2007,15.8,11750.0
1452,Tranemo,1+2,2008,15.7,11721.0
1452,Tranemo,1+2,2009,15.6,11622.0
1452,Tranemo,1+2,2010,15.6,11587.0
1452,Tranemo,1+2,2011,15.7,11606.0
1452,Tranemo,1+2,2012,15.6,11573.0
1452,Tranemo,1+2,2013,15.6,11531.0
1452,Tranemo,1+2,2014,15.7,11640.0
1452,Tranemo,1+2,2015,15.7,11619.0
1452,Tranemo,1+2,2016,15.9,11776.0
1452,Tranemo,1+2,2017,16.0,11841.0
1452,Tranemo,1+2,2018,16.0,11874.0
1452,Tranemo,1+2,2019,16.1,11936.0
1452,Tranemo,1+2,2020,16.0,11885.0
1452,Tranemo,1+2,2021,16.1,11937.0
1452,Tranemo,1+2,2022,16.1,11940.0
1452,Tranemo,1+2,2023,16.0,11883.0
1452,Tranemo,1+2,2024,15.9,11839.0
1452,Tranemo,1+2,2025,16.0,11873.0
1460,Bengtsfors,1+2,2000,12.3,10896.0
1460,Bengtsfors,1+2,2001,12.0,10685.0
1460,Bengtsfors,1+2,2002,11.8,10516.0
1460,Bengtsfors,1+2,2003,11.7,10436.0
1460,Bengtsfors,1+2,2004,11.6,10335.0
1460,Bengtsfors,1+2,2005,11.5,10225.0
1460,Bengtsfors,1+2,2006,11.3,10080.0
1460,Bengtsfors,1+2,2007,11.2,9957.0
1460,Bengtsfors,1+2,2008,11.1,9897.0
1460,Bengtsfors,1+2,2009,11.1,9841.0
1460,Bengtsfors,1+2,2010,11.0,9791.0
1460,Bengtsfors,1+2,2011,11.0,9680.0
1460,Bengtsfors,1+2,2012,10.8,9588.0
1460,Bengtsfors,1+2,2013,10.8,9550.0
1460,Bengtsfors,1+2,2014,10.8,9556.0
1460,Bengtsfors,1+2,2015,10.9,9626.0
1460,Bengtsfors,1+2,2016,11.3,9940.0
1460,Bengtsfors,1+2,2017,11.2,9905.0
1460,Bengtsfors,1+2,2018,11.2,9846.0
1460,Bengtsfors,1+2,2019,11.0,9750.0
1460,Bengtsfors,1+2,2020,10.9,9591.0
1460,Bengtsfors,1+2,2021,10.7,9409.0
1460,Bengtsfors,1+2,2022,10.5,9255.0
1460,Bengtsfors,1+2,2023,10.3,9138.0
1460,Bengtsfors,1+2,2024,10.2,9076.0
1460,Bengtsfors,1+2,2025,10.1,8955.0
1461,Mellerud,1+2,2000,19.2,9902.0
1461,Mellerud,1+2,2001,19.0,9781.0
1461,Mellerud,1+2,2002,19.0,9807.0
1461,Mellerud,1+2,2003,19.0,9792.0
1461,Mellerud,1+2,2004,18.9,9728.0
1461,Mellerud,1+2,2005,18.7,9638.0
1461,Mellerud,1+2,2006,18.7,9623.0
1461,Mellerud,1+2,2007,18.6,9553.0
1461,Mellerud,1+2,2008,18.3,9442.0
1461,Mellerud,1+2,2009,18.0,9261.0
1461,Mellerud,1+2,2010,17.8,9179.0
1461,Mellerud,1+2,2011,17.5,9068.0
1461,Mellerud,1+2,2012,17.3,8946.0
1461,Mellerud,1+2,2013,17.2,8892.0
1461,Mellerud,1+2,2014,17.4,8936.0
1461,Mellerud,1+2,2015,17.8,9169.0
1461,Mellerud,1+2,2016,18.1,9323.0
1461,Mellerud,1+2,2017,18.3,9377.0
1461,Mellerud,1+2,2018,18.2,9354.0
1461,Mellerud,1+2,2019,18.1,9310.0
1461,Mellerud,1+2,2020,18.1,9312.0
1461,Mellerud,1+2,2021,18.0,9268.0
1461,Mellerud,1+2,2022,18.0,9263.0
1461,Mellerud,1+2,2023,17.8,9165.0
1461,Mellerud,1+2,2024,17.5,9052.0
1461,Mellerud,1+2,2025,17.5,9038.0
1462,Lilla Edet,1+2,2000,40.7,12944.0
1462,Lilla Edet,1+2,2001,40.6,12912.0
1462,Lilla Edet,1+2,2002,40.9,13010.0
1462,Lilla Edet,1+2,2003,40.8,12983.0
1462,Lilla Edet,1+2,2004,40.6,12902.0
1462,Lilla Edet,1+2,2005,40.5,12889.0
1462,Lilla Edet,1+2,2006,40.4,12836.0
1462,Lilla Edet,1+2,2007,40.4,12835.0
1462,Lilla Edet,1+2,2008,40.4,12831.0
1462,Lilla Edet,1+2,2009,40.2,12773.0
1462,Lilla Edet,1+2,2010,39.6,12578.0
1462,Lilla Edet,1+2,2011,39.7,12540.0
1462,Lilla Edet,1+2,2012,39.7,12580.0
1462,Lilla Edet,1+2,2013,40.6,12829.0
1462,Lilla Edet,1+2,2014,41.3,13031.0
1462,Lilla Edet,1+2,2015,41.7,13178.0
1462,Lilla Edet,1+2,2016,43.5,13728.0
1462,Lilla Edet,1+2,2017,44.2,13961.0
1462,Lilla Edet,1+2,2018,44.5,14046.0
1462,Lilla Edet,1+2,2019,44.7,14109.0
1462,Lilla Edet,1+2,2020,45.3,14282.0
1462,Lilla Edet,1+2,2021,46.0,14509.0
1462,Lilla Edet,1+2,2022,45.7,14428.0
1462,Lilla Edet,1+2,2023,45.7,14426.0
1462,Lilla Edet,1+2,2024,45.5,14442.0
1462,Lilla Edet,1+2,2025,45.4,14398.0
1463,Mark,1+2,2000,35.3,32951.0
1463,Mark,1+2,2001,35.3,32954.0
1463,Mark,1+2,2002,35.4,33015.0
1463,Mark,1+2,2003,35.6,33218.0
1463,Mark,1+2,2004,35.7,33356.0
1463,Mark,1+2,2005,35.9,33494.0
1463,Mark,1+2,2006,36.0,33594.0
1463,Mark,1+2,2007,36.1,33729.0
1463,Mark,1+2,2008,36.2,33807.0
1463,Mark,1+2,2009,36.2,33821.0
1463,Mark,1+2,2010,36.2,33845.0
1463,Mark,1+2,2011,36.4,33791.0
1463,Mark,1+2,2012,36.3,33763.0
1463,Mark,1+2,2013,36.3,33753.0
1463,Mark,1+2,2014,36.5,33887.0
1463,Mark,1+2,2015,36.5,33906.0
1463,Mark,1+2,2016,36.8,34218.0
1463,Mark,1+2,2017,37.1,34484.0
1463,Mark,1+2,2018,37.4,34781.0
1463,Mark,1+2,2019,37.4,34754.0
1463,Mark,1+2,2020,37.6,34896.0
1463,Mark,1+2,2021,37.9,35201.0
1463,Mark,1+2,2022,38.0,35329.0
1463,Mark,1+2,2023,38.0,35287.0
1463,Mark,1+2,2024,37.7,35155.0
1463,Mark,1+2,2025,37.6,35134.0
1465,Svenljunga,1+2,2000,11.5,10609.0
1465,Svenljunga,1+2,2001,11.4,10536.0
1465,Svenljunga,1+2,2002,11.4,10529.0
1465,Svenljunga,1+2,2003,11.3,10445.0
1465,Svenljunga,1+2,2004,11.3,10468.0
1465,Svenljunga,1+2,2005,11.3,10430.0
1465,Svenljunga,1+2,2006,11.2,10405.0
1465,Svenljunga,1+2,2007,11.3,10431.0
1465,Svenljunga,1+2,2008,11.1,10313.0
1465,Svenljunga,1+2,2009,11.1,10291.0
1465,Svenljunga,1+2,2010,11.1,10288.0
1465,Svenljunga,1+2,2011,11.2,10282.0
1465,Svenljunga,1+2,2012,11.1,10239.0
1465,Svenljunga,1+2,2013,11.2,10299.0
1465,Svenljunga,1+2,2014,11.3,10365.0
1465,Svenljunga,1+2,2015,11.4,10506.0
1465,Svenljunga,1+2,2016,11.6,10679.0
1465,Svenljunga,1+2,2017,11.6,10659.0
1465,Svenljunga,1+2,2018,11.6,10683.0
1465,Svenljunga,1+2,2019,11.7,10780.0
1465,Svenljunga,1+2,2020,11.7,10751.0
1465,Svenljunga,1+2,2021,11.8,10864.0
1465,Svenljunga,1+2,2022,11.8,10816.0
1465,Svenljunga,1+2,2023,11.7,10759.0
1465,Svenljunga,1+2,2024,11.6,10747.0
1465,Svenljunga,1+2,2025,11.5,10616.0
1466,Herrljunga,1+2,2000,18.9,9447.0
1466,Herrljunga,1+2,2001,18.9,9471.0
1466,Herrljunga,1+2,2002,19.0,9486.0
1466,Herrljunga,1+2,2003,18.9,9440.0
1466,Herrljunga,1+2,2004,18.8,9417.0
1466,Herrljunga,1+2,2005,18.6,9305.0
1466,Herrljunga,1+2,2006,18.5,9243.0
1466,Herrljunga,1+2,2007,18.6,9304.0
1466,Herrljunga,1+2,2008,18.5,9280.0
1466,Herrljunga,1+2,2009,18.7,9348.0
1466,Herrljunga,1+2,2010,18.6,9314.0
1466,Herrljunga,1+2,2011,18.7,9284.0
1466,Herrljunga,1+2,2012,18.6,9282.0
1466,Herrljunga,1+2,2013,18.6,9274.0
1466,Herrljunga,1+2,2014,18.8,9376.0
1466,Herrljunga,1+2,2015,18.8,9349.0
1466,Herrljunga,1+2,2016,19.1,9486.0
1466,Herrljunga,1+2,2017,19.1,9485.0
1466,Herrljunga,1+2,2018,19.1,9494.0
1466,Herrljunga,1+2,2019,19.0,9464.0
1466,Herrljunga,1+2,2020,19.0,9444.0
1466,Herrljunga,1+2,2021,19.1,9501.0
1466,Herrljunga,1+2,2022,19.1,9517.0
1466,Herrljunga,1+2,2023,19.0,9441.0
1466,Herrljunga,1+2,2024,19.0,9497.0
1466,Herrljunga,1+2,2025,19.0,9509.0
1470,Vara,1+2,2000,22.9,16044.0
1470,Vara,1+2,2001,22.9,16050.0
1470,Vara,1+2,2002,22.9,16009.0
1470,Vara,1+2,2003,22.9,15995.0
1470,Vara,1+2,2004,22.9,16026.0
1470,Vara,1+2,2005,22.9,16008.0
1470,Vara,1+2,2006,22.8,15961.0
1470,Vara,1+2,2007,22.9,16008.0
1470,Vara,1+2,2008,22.7,15868.0
1470,Vara,1+2,2009,22.5,15771.0
1470,Vara,1+2,2010,22.5,15762.0
1470,Vara,1+2,2011,22.5,15694.0
1470,Vara,1+2,2012,22.3,15557.0
1470,Vara,1+2,2013,22.4,15609.0
1470,Vara,1+2,2014,22.4,15597.0
1470,Vara,1+2,2015,22.5,15662.0
1470,Vara,1+2,2016,22.7,15788.0
1470,Vara,1+2,2017,22.9,15942.0
1470,Vara,1+2,2018,22.9,15952.0
1470,Vara,1+2,2019,23.0,16024.0
1470,Vara,1+2,2020,23.1,16096.0
1470,Vara,1+2,2021,23.2,16162.0
1470,Vara,1+2,2022,23.2,16163.0
1470,Vara,1+2,2023,23.1,16066.0
1470,Vara,1+2,2024,23.0,16088.0
1470,Vara,1+2,2025,22.9,16011.0
1471,Götene,1+2,2000,32.0,13016.0
1471,Götene,1+2,2001,31.9,12970.0
1471,Götene,1+2,2002,31.9,12983.0
1471,Götene,1+2,2003,31.9,12992.0
1471,Götene,1+2,2004,31.8,12950.0
1471,Götene,1+2,2005,31.7,12879.0
1471,Götene,1+2,2006,31.9,12959.0
1471,Götene,1+2,2007,32.1,13056.0
1471,Götene,1+2,2008,32.2,13085.0
1471,Götene,1+2,2009,32.4,13186.0
1471,Götene,1+2,2010,32.5,13223.0
1471,Götene,1+2,2011,32.5,13134.0
1471,Götene,1+2,2012,32.3,13092.0
1471,Götene,1+2,2013,32.2,13028.0
1471,Götene,1+2,2014,32.3,13080.0
1471,Götene,1+2,2015,32.5,13160.0
1471,Götene,1+2,2016,32.8,13275.0
1471,Götene,1+2,2017,32.7,13242.0
1471,Götene,1+2,2018,32.7,13232.0
1471,Götene,1+2,2019,32.6,13207.0
1471,Götene,1+2,2020,32.6,13194.0
1471,Götene,1+2,2021,32.8,13263.0
1471,Götene,1+2,2022,32.8,13275.0
1471,Götene,1+2,2023,32.7,13218.0
1471,Götene,1+2,2024,32.7,13286.0
1471,Götene,1+2,2025,32.5,13223.0
1472,Tibro,1+2,2000,48.1,10576.0
1472,Tibro,1+2,2001,48.3,10627.0
1472,Tibro,1+2,2002,48.3,10624.0
1472,Tibro,1+2,2003,48.3,10640.0
1472,Tibro,1+2,2004,48.0,10572.0
1472,Tibro,1+2,2005,48.1,10581.0
1472,Tibro,1+2,2006,48.5,10671.0
1472,Tibro,1+2,2007,48.2,10611.0
1472,Tibro,1+2,2008,48.4,10662.0
1472,Tibro,1+2,2009,48.2,10611.0
1472,Tibro,1+2,2010,47.8,10560.0
1472,Tibro,1+2,2011,48.2,10625.0
1472,Tibro,1+2,2012,48.1,10673.0
1472,Tibro,1+2,2013,48.6,10754.0
1472,Tibro,1+2,2014,49.4,10864.0
1472,Tibro,1+2,2015,50.0,10980.0
1472,Tibro,1+2,2016,50.4,11070.0
1472,Tibro,1+2,2017,50.5,11110.0
1472,Tibro,1+2,2018,50.8,11168.0
1472,Tibro,1+2,2019,51.1,11240.0
1472,Tibro,1+2,2020,51.4,11297.0
1472,Tibro,1+2,2021,51.3,11281.0
1472,Tibro,1+2,2022,51.9,11399.0
1472,Tibro,1+2,2023,51.6,11332.0
1472,Tibro,1+2,2024,51.4,11338.0
1472,Tibro,1+2,2025,51.3,11326.0
1473,Töreboda,1+2,2000,17.7,9642.0
1473,Töreboda,1+2,2001,17.5,9490.0
1473,Töreboda,1+2,2002,17.3,9426.0
1473,Töreboda,1+2,2003,17.3,9412.0
1473,Töreboda,1+2,2004,17.4,9445.0
1473,Töreboda,1+2,2005,17.4,9470.0
1473,Töreboda,1+2,2006,17.2,9368.0
1473,Töreboda,1+2,2007,17.2,9376.0
1473,Töreboda,1+2,2008,17.0,9256.0
1473,Töreboda,1+2,2009,17.0,9255.0
1473,Töreboda,1+2,2010,16.8,9113.0
1473,Töreboda,1+2,2011,16.8,9063.0
1473,Töreboda,1+2,2012,16.7,9009.0
1473,Töreboda,1+2,2013,16.7,8992.0
1473,Töreboda,1+2,2014,16.8,9072.0
1473,Töreboda,1+2,2015,17.2,9293.0
1473,Töreboda,1+2,2016,17.4,9435.0
1473,Töreboda,1+2,2017,17.4,9414.0
1473,Töreboda,1+2,2018,17.2,9312.0
1473,Töreboda,1+2,2019,17.2,9293.0
1473,Töreboda,1+2,2020,17.2,9281.0
1473,Töreboda,1+2,2021,17.0,9207.0
1473,Töreboda,1+2,2022,17.0,9186.0
1473,Töreboda,1+2,2023,16.9,9141.0
1473,Töreboda,1+2,2024,16.6,9043.0
1473,Töreboda,1+2,2025,16.7,9093.0
1480,Göteborg,1+2,2000,1036.1,466990.0
1480,Göteborg,1+2,2001,1045.6,471267.0
1480,Göteborg,1+2,2002,1053.7,474921.0
1480,Göteborg,1+2,2003,1060.7,478055.0
1480,Göteborg,1+2,2004,1068.1,481410.0
1480,Göteborg,1+2,2005,1076.0,484942.0
1480,Göteborg,1+2,2006,1086.6,489757.0
1480,Göteborg,1+2,2007,1094.9,493502.0
1480,Göteborg,1+2,2008,1109.8,500197.0
1480,Göteborg,1+2,2009,1125.6,507330.0
1480,Göteborg,1+2,2010,1139.9,513751.0
1480,Göteborg,1+2,2011,1162.2,520374.0
1480,Göteborg,1+2,2012,1174.9,526089.0
1480,Göteborg,1+2,2013,1191.0,533271.0
1480,Göteborg,1+2,2014,1208.2,541145.0
1480,Göteborg,1+2,2015,1224.0,548190.0
1480,Göteborg,1+2,2016,1242.8,556640.0
1480,Göteborg,1+2,2017,1259.3,564039.0
1480,Göteborg,1+2,2018,1276.9,571868.0
1480,Göteborg,1+2,2019,1293.5,579281.0
1480,Göteborg,1+2,2020,1301.9,583056.0
1480,Göteborg,1+2,2021,1312.0,587549.0
1480,Göteborg,1+2,2022,1332.7,596841.0
1480,Göteborg,1+2,2023,1350.1,604616.0
1480,Göteborg,1+2,2024,1352.7,608993.0
1480,Göteborg,1+2,2025,1362.2,613278.0
1481,Mölndal,1+2,2000,382.4,56137.0
1481,Mölndal,1+2,2001,386.5,56743.0
1481,Mölndal,1+2,2002,388.8,57079.0
1481,Mölndal,1+2,2003,391.8,57523.0
1481,Mölndal,1+2,2004,393.4,57752.0
1481,Mölndal,1+2,2005,396.7,58234.0
1481,Mölndal,1+2,2006,401.5,58938.0
1481,Mölndal,1+2,2007,404.8,59430.0
1481,Mölndal,1+2,2008,407.4,59812.0
1481,Mölndal,1+2,2009,411.3,60381.0
1481,Mölndal,1+2,2010,415.3,60973.0
1481,Mölndal,1+2,2011,420.6,61337.0
1481,Mölndal,1+2,2012,422.7,61659.0
1481,Mölndal,1+2,2013,425.0,61978.0
1481,Mölndal,1+2,2014,431.5,62927.0
1481,Mölndal,1+2,2015,434.3,63340.0
1481,Mölndal,1+2,2016,442.0,64465.0
1481,Mölndal,1+2,2017,453.4,66121.0
1481,Mölndal,1+2,2018,467.2,68152.0
1481,Mölndal,1+2,2019,475.5,69364.0
1481,Mölndal,1+2,2020,479.2,69901.0
1481,Mölndal,1+2,2021,479.5,69943.0
1481,Mölndal,1+2,2022,480.6,70109.0
1481,Mölndal,1+2,2023,483.5,70534.0
1481,Mölndal,1+2,2024,487.1,71420.0
1481,Mölndal,1+2,2025,491.9,72128.0
1482,Kungälv,1+2,2000,102.0,37191.0
1482,Kungälv,1+2,2001,103.1,37601.0
1482,Kungälv,1+2,2002,103.9,37912.0
1482,Kungälv,1+2,2003,104.6,38154.0
1482,Kungälv,1+2,2004,104.9,38257.0
1482,Kungälv,1+2,2005,106.1,38703.0
1482,Kungälv,1+2,2006,106.7,38899.0
1482,Kungälv,1+2,2007,108.7,39649.0
1482,Kungälv,1+2,2008,110.4,40268.0
1482,Kungälv,1+2,2009,111.7,40727.0
1482,Kungälv,1+2,2010,113.1,41241.0
1482,Kungälv,1+2,2011,114.6,41538.0
1482,Kungälv,1+2,2012,115.1,41753.0
1482,Kungälv,1+2,2013,116.1,42109.0
1482,Kungälv,1+2,2014,116.8,42334.0
