Kommunkod,Kommun,Kon,År,Befolkningstäthet (invånare per kvkm),Folkmängd
0114,Upplands Väsby,1+2,2000,498.6,37576.0
0114,Upplands Väsby,1+2,2001,497.9,37524.0
0114,Upplands Väsby,1+2,2002,496.8,37444.0
0114,Upplands Väsby,1+2,2003,496.2,37397.0
0114,Upplands Väsby,1+2,2004,497.8,37517.0
0114,Upplands Väsby,1+2,2005,499.2,37624.0
0114,Upplands Väsby,1+2,2006,502.2,37848.0
0114,Upplands Väsby,1+2,2007,504.9,38055.0
0114,Upplands Väsby,1+2,2008,507.5,38248.0
0114,Upplands Väsby,1+2,2009,512.7,38641.0
0114,Upplands Väsby,1+2,2010,521.3,39289.0
0114,Upplands Väsby,1+2,2011,535.3,40194.0
0114,Upplands Väsby,1+2,2012,542.3,40723.0
0114,Upplands Väsby,1+2,2013,552.0,41449.0
0114,Upplands Väsby,1+2,2014,557.5,41816.0
0114,Upplands Väsby,1+2,2015,568.7,42661.0
0114,Upplands Väsby,1+2,2016,585.1,43891.0
0114,Upplands Väsby,1+2,2017,594.7,44605.0
0114,Upplands Väsby,1+2,2018,607.2,45543.0
0114,Upplands Väsby,1+2,2019,623.8,46786.0
0114,Upplands Väsby,1+2,2020,629.1,47184.0
0114,Upplands Väsby,1+2,2021,637.6,47820.0
0114,Upplands Väsby,1+2,2022,656.8,49262.0
0114,Upplands Väsby,1+2,2023,668.2,50110.0
0114,Upplands Väsby,1+2,2024,667.6,50323.0
0114,Upplands Väsby,1+2,2025,669.9,50495.0
0115,Vallentuna,1+2,2000,70.1,25228.0
0115,Vallentuna,1+2,2001,71.2,25643.0
0115,Vallentuna,1+2,2002,71.9,25905.0
0115,Vallentuna,1+2,2003,73.1,26306.0
0115,Vallentuna,1+2,2004,74.7,26889.0
0115,Vallentuna,1+2,2005,76.1,27397.0
0115,Vallentuna,1+2,2006,77.4,27868.0
0115,Vallentuna,1+2,2007,78.8,28382.0
0115,Vallentuna,1+2,2008,80.4,28954.0
0115,Vallentuna,1+2,2009,81.5,29361.0
0115,Vallentuna,1+2,2010,83.6,30114.0
0115,Vallentuna,1+2,2011,85.7,30715.0
0115,Vallentuna,1+2,2012,87.1,31215.0
0115,Vallentuna,1+2,2013,88.2,31616.0
0115,Vallentuna,1+2,2014,89.4,31969.0
0115,Vallentuna,1+2,2015,90.5,32380.0
0115,Vallentuna,1+2,2016,91.6,32785.0
0115,Vallentuna,1+2,2017,92.7,33175.0
0115,Vallentuna,1+2,2018,93.5,33432.0
0115,Vallentuna,1+2,2019,95.3,34090.0
0115,Vallentuna,1+2,2020,95.4,34119.0
0115,Vallentuna,1+2,2021,95.7,34246.0
0115,Vallentuna,1+2,2022,97.4,34851.0
0115,Vallentuna,1+2,2023,98.1,35076.0
0115,Vallentuna,1+2,2024,97.7,35119.0
0115,Vallentuna,1+2,2025,98.3,35361.0
0117,Österåker,1+2,2000,110.8,34427.0
0117,Österåker,1+2,2001,113.0,35108.0
0117,Österåker,1+2,2002,114.7,35633.0
0117,Österåker,1+2,2003,116.4,36183.0
0117,Österåker,1+2,2004,118.6,36867.0
0117,Österåker,1+2,2005,120.1,37336.0
0117,Österåker,1+2,2006,121.9,37879.0
0117,Österåker,1+2,2007,123.2,38286.0
0117,Österåker,1+2,2008,124.6,38720.0
0117,Österåker,1+2,2009,126.1,39173.0
0117,Österåker,1+2,2010,127.2,39521.0
0117,Österåker,1+2,2011,127.4,39792.0
0117,Österåker,1+2,2012,128.9,40269.0
0117,Österåker,1+2,2013,129.6,40495.0
0117,Österåker,1+2,2014,131.8,41180.0
0117,Österåker,1+2,2015,134.9,42130.0
0117,Österåker,1+2,2016,138.6,43293.0
0117,Österåker,1+2,2017,141.3,44130.0
0117,Österåker,1+2,2018,143.5,44831.0
0117,Österåker,1+2,2019,145.9,45574.0
0117,Österåker,1+2,2020,149.3,46644.0
0117,Österåker,1+2,2021,154.4,48234.0
0117,Österåker,1+2,2022,157.3,49138.0
0117,Österåker,1+2,2023,157.8,49282.0
0117,Österåker,1+2,2024,158.6,49787.0
0117,Österåker,1+2,2025,159.1,49943.0
0120,Värmdö,1+2,2000,70.6,31260.0
0120,Värmdö,1+2,2001,72.5,32096.0
0120,Värmdö,1+2,2002,73.7,32664.0
0120,Värmdö,1+2,2003,74.8,33134.0
0120,Värmdö,1+2,2004,76.8,34029.0
0120,Värmdö,1+2,2005,78.9,34933.0
0120,Värmdö,1+2,2006,80.8,35803.0
0120,Värmdö,1+2,2007,83.2,36870.0
0120,Värmdö,1+2,2008,84.4,37376.0
0120,Värmdö,1+2,2009,85.2,37756.0
0120,Värmdö,1+2,2010,86.5,38301.0
0120,Värmdö,1+2,2011,86.8,38894.0
0120,Värmdö,1+2,2012,87.9,39387.0
0120,Värmdö,1+2,2013,88.8,39784.0
0120,Värmdö,1+2,2014,90.5,40541.0
0120,Värmdö,1+2,2015,91.7,41107.0
0120,Värmdö,1+2,2016,93.7,42000.0
0120,Värmdö,1+2,2017,96.9,43444.0
0120,Värmdö,1+2,2018,100.0,44397.0
0120,Värmdö,1+2,2019,101.4,45000.0
0120,Värmdö,1+2,2020,102.6,45566.0
0120,Värmdö,1+2,2021,104.1,46232.0
0120,Värmdö,1+2,2022,104.6,46457.0
0120,Värmdö,1+2,2023,105.0,46637.0
0120,Värmdö,1+2,2024,104.4,46635.0
0120,Värmdö,1+2,2025,104.4,46601.0
0123,Järfälla,1+2,2000,1118.8,60471.0
0123,Järfälla,1+2,2001,1131.0,61132.0
0123,Järfälla,1+2,2002,1134.0,61290.0
0123,Järfälla,1+2,2003,1137.3,61473.0
0123,Järfälla,1+2,2004,1139.0,61564.0
0123,Järfälla,1+2,2005,1142.3,61743.0
0123,Järfälla,1+2,2006,1153.4,62342.0
0123,Järfälla,1+2,2007,1173.5,63427.0
0123,Järfälla,1+2,2008,1190.7,64355.0
0123,Järfälla,1+2,2009,1208.0,65295.0
0123,Järfälla,1+2,2010,1225.0,66211.0
0123,Järfälla,1+2,2011,1251.1,67320.0
0123,Järfälla,1+2,2012,1267.6,68210.0
0123,Järfälla,1+2,2013,1285.4,69167.0
0123,Järfälla,1+2,2014,1314.4,70701.0
0123,Järfälla,1+2,2015,1346.6,72429.0
0123,Järfälla,1+2,2016,1383.5,74412.0
0123,Järfälla,1+2,2017,1421.4,76453.0
0123,Järfälla,1+2,2018,1459.0,78480.0
0123,Järfälla,1+2,2019,1487.1,79990.0
0123,Järfälla,1+2,2020,1510.9,81274.0
0123,Järfälla,1+2,2021,1546.2,83170.0
0123,Järfälla,1+2,2022,1588.8,85460.0
0123,Järfälla,1+2,2023,1605.2,86330.0
0123,Järfälla,1+2,2024,1645.4,88950.0
0123,Järfälla,1+2,2025,1668.1,90180.0
0125,Ekerö,1+2,2000,102.9,22266.0
0125,Ekerö,1+2,2001,104.6,22626.0
0125,Ekerö,1+2,2002,106.0,22936.0
0125,Ekerö,1+2,2003,107.7,23311.0
0125,Ekerö,1+2,2004,109.0,23594.0
0125,Ekerö,1+2,2005,111.0,24010.0
0125,Ekerö,1+2,2006,112.3,24301.0
0125,Ekerö,1+2,2007,114.1,24687.0
0125,Ekerö,1+2,2008,114.5,24779.0
0125,Ekerö,1+2,2009,116.0,25095.0
0125,Ekerö,1+2,2010,117.4,25410.0
0125,Ekerö,1+2,2011,118.4,25767.0
0125,Ekerö,1+2,2012,120.1,26160.0
0125,Ekerö,1+2,2013,121.1,26355.0
0125,Ekerö,1+2,2014,122.8,26698.0
0125,Ekerö,1+2,2015,124.1,26984.0
0125,Ekerö,1+2,2016,126.0,27406.0
0125,Ekerö,1+2,2017,127.6,27753.0
0125,Ekerö,1+2,2018,130.2,28308.0
0125,Ekerö,1+2,2019,132.0,28690.0
0125,Ekerö,1+2,2020,132.9,28879.0
0125,Ekerö,1+2,2021,133.8,29096.0
0125,Ekerö,1+2,2022,134.0,29123.0
0125,Ekerö,1+2,2023,132.6,28808.0
0125,Ekerö,1+2,2024,132.4,28910.0
0125,Ekerö,1+2,2025,133.0,29062.0
0126,Huddinge,1+2,2000,643.6,84535.0
0126,Huddinge,1+2,2001,652.5,85700.0
0126,Huddinge,1+2,2002,658.3,86457.0
0126,Huddinge,1+2,2003,663.3,87121.0
0126,Huddinge,1+2,2004,667.6,87681.0
0126,Huddinge,1+2,2005,675.7,88750.0
0126,Huddinge,1+2,2006,686.6,90182.0
0126,Huddinge,1+2,2007,699.2,91827.0
0126,Huddinge,1+2,2008,717.3,94209.0
0126,Huddinge,1+2,2009,729.4,95798.0
0126,Huddinge,1+2,2010,742.0,97453.0
0126,Huddinge,1+2,2011,756.0,99049.0
0126,Huddinge,1+2,2012,771.0,101010.0
0126,Huddinge,1+2,2013,782.8,102557.0
0126,Huddinge,1+2,2014,795.1,104185.0
0126,Huddinge,1+2,2015,803.7,105311.0
0126,Huddinge,1+2,2016,820.7,107538.0
0126,Huddinge,1+2,2017,839.5,110003.0
0126,Huddinge,1+2,2018,853.8,111722.0
0126,Huddinge,1+2,2019,862.4,112848.0
0126,Huddinge,1+2,2020,865.3,113234.0
0126,Huddinge,1+2,2021,870.8,113951.0
0126,Huddinge,1+2,2022,875.0,114504.0
0126,Huddinge,1+2,2023,870.6,113920.0
0126,Huddinge,1+2,2024,868.9,114304.0
0126,Huddinge,1+2,2025,871.8,114686.0
0127,Botkyrka,1+2,2000,375.2,73097.0
0127,Botkyrka,1+2,2001,380.6,74151.0
0127,Botkyrka,1+2,2002,386.1,75216.0
0127,Botkyrka,1+2,2003,387.2,75432.0
0127,Botkyrka,1+2,2004,389.2,75830.0
0127,Botkyrka,1+2,2005,393.1,76592.0
0127,Botkyrka,1+2,2006,398.1,77553.0
0127,Botkyrka,1+2,2007,405.6,79031.0
0127,Botkyrka,1+2,2008,410.9,80055.0
0127,Botkyrka,1+2,2009,416.7,81195.0
0127,Botkyrka,1+2,2010,424.0,82608.0
0127,Botkyrka,1+2,2011,436.1,84677.0
0127,Botkyrka,1+2,2012,444.3,86274.0
0127,Botkyrka,1+2,2013,451.1,87580.0
0127,Botkyrka,1+2,2014,457.9,88901.0
0127,Botkyrka,1+2,2015,460.6,89425.0
0127,Botkyrka,1+2,2016,467.0,90675.0
0127,Botkyrka,1+2,2017,473.5,91925.0
0127,Botkyrka,1+2,2018,479.8,93106.0
0127,Botkyrka,1+2,2019,487.6,94606.0
0127,Botkyrka,1+2,2020,488.8,94847.0
0127,Botkyrka,1+2,2021,491.2,95318.0
0127,Botkyrka,1+2,2022,491.6,95383.0
0127,Botkyrka,1+2,2023,492.7,95592.0
0127,Botkyrka,1+2,2024,491.8,95905.0
0127,Botkyrka,1+2,2025,496.1,96750.0
0128,Salem,1+2,2000,253.4,13766.0
0128,Salem,1+2,2001,254.8,13839.0
0128,Salem,1+2,2002,255.4,13875.0
0128,Salem,1+2,2003,258.8,14057.0
0128,Salem,1+2,2004,260.1,14127.0
0128,Salem,1+2,2005,263.9,14334.0
0128,Salem,1+2,2006,270.9,14715.0
0128,Salem,1+2,2007,277.3,15065.0
0128,Salem,1+2,2008,279.4,15177.0
0128,Salem,1+2,2009,281.9,15313.0
0128,Salem,1+2,2010,283.3,15391.0
0128,Salem,1+2,2011,290.1,15694.0
0128,Salem,1+2,2012,293.6,15881.0
0128,Salem,1+2,2013,295.8,16001.0
0128,Salem,1+2,2014,298.3,16140.0
0128,Salem,1+2,2015,303.5,16426.0
0128,Salem,1+2,2016,307.0,16615.0
0128,Salem,1+2,2017,308.0,16665.0
0128,Salem,1+2,2018,310.3,16786.0
0128,Salem,1+2,2019,309.6,16750.0
0128,Salem,1+2,2020,313.5,16959.0
0128,Salem,1+2,2021,318.9,17252.0
0128,Salem,1+2,2022,320.7,17352.0
0128,Salem,1+2,2023,322.6,17451.0
0128,Salem,1+2,2024,321.9,17507.0
0128,Salem,1+2,2025,319.4,17370.0
0136,Haninge,1+2,2000,152.2,69644.0
0136,Haninge,1+2,2001,153.9,70432.0
0136,Haninge,1+2,2002,155.0,70902.0
0136,Haninge,1+2,2003,156.0,71377.0
0136,Haninge,1+2,2004,156.0,71355.0
0136,Haninge,1+2,2005,157.0,71837.0
0136,Haninge,1+2,2006,159.5,72956.0
0136,Haninge,1+2,2007,161.1,73698.0
0136,Haninge,1+2,2008,163.9,74968.0
0136,Haninge,1+2,2009,166.6,76237.0
0136,Haninge,1+2,2010,168.4,77054.0
0136,Haninge,1+2,2011,171.0,78326.0
0136,Haninge,1+2,2012,173.4,79430.0
0136,Haninge,1+2,2013,176.7,80932.0
0136,Haninge,1+2,2014,180.0,82407.0
0136,Haninge,1+2,2015,183.2,83866.0
0136,Haninge,1+2,2016,187.2,85693.0
0136,Haninge,1+2,2017,192.3,88037.0
0136,Haninge,1+2,2018,197.6,89989.0
0136,Haninge,1+2,2019,202.2,92095.0
0136,Haninge,1+2,2020,205.7,93690.0
0136,Haninge,1+2,2021,210.0,95658.0
0136,Haninge,1+2,2022,214.5,97683.0
0136,Haninge,1+2,2023,219.1,99751.0
0136,Haninge,1+2,2024,220.4,100895.0
0136,Haninge,1+2,2025,221.5,101408.0
0138,Tyresö,1+2,2000,563.3,39071.0
0138,Tyresö,1+2,2001,568.5,39434.0
0138,Tyresö,1+2,2002,572.7,39720.0
0138,Tyresö,1+2,2003,578.1,40097.0
0138,Tyresö,1+2,2004,585.4,40605.0
0138,Tyresö,1+2,2005,593.1,41134.0
0138,Tyresö,1+2,2006,596.9,41476.0
0138,Tyresö,1+2,2007,605.2,42047.0
0138,Tyresö,1+2,2008,609.3,42332.0
0138,Tyresö,1+2,2009,613.2,42602.0
0138,Tyresö,1+2,2010,618.1,42947.0
0138,Tyresö,1+2,2011,625.7,43328.0
0138,Tyresö,1+2,2012,631.9,43764.0
0138,Tyresö,1+2,2013,639.4,44281.0
0138,Tyresö,1+2,2014,655.6,45390.0
0138,Tyresö,1+2,2015,667.0,46177.0
0138,Tyresö,1+2,2016,680.4,47103.0
0138,Tyresö,1+2,2017,683.3,47304.0
0138,Tyresö,1+2,2018,695.3,48004.0
0138,Tyresö,1+2,2019,700.1,48333.0
0138,Tyresö,1+2,2020,705.1,48678.0
0138,Tyresö,1+2,2021,710.7,49062.0
0138,Tyresö,1+2,2022,711.4,49214.0
0138,Tyresö,1+2,2023,710.8,49173.0
0138,Tyresö,1+2,2024,707.0,49179.0
0138,Tyresö,1+2,2025,713.7,49645.0
0139,Upplands-Bro,1+2,2000,88.1,20878.0
0139,Upplands-Bro,1+2,2001,88.9,21076.0
0139,Upplands-Bro,1+2,2002,89.3,21162.0
0139,Upplands-Bro,1+2,2003,89.6,21252.0
0139,Upplands-Bro,1+2,2004,90.1,21348.0
0139,Upplands-Bro,1+2,2005,90.0,21327.0
0139,Upplands-Bro,1+2,2006,91.3,21638.0
0139,Upplands-Bro,1+2,2007,93.7,22221.0
0139,Upplands-Bro,1+2,2008,95.7,22682.0
0139,Upplands-Bro,1+2,2009,97.9,23202.0
0139,Upplands-Bro,1+2,2010,99.9,23676.0
0139,Upplands-Bro,1+2,2011,101.9,23984.0
0139,Upplands-Bro,1+2,2012,103.4,24353.0
0139,Upplands-Bro,1+2,2013,104.9,24703.0
0139,Upplands-Bro,1+2,2014,107.5,25287.0
0139,Upplands-Bro,1+2,2015,109.6,25789.0
0139,Upplands-Bro,1+2,2016,113.7,26755.0
0139,Upplands-Bro,1+2,2017,117.4,27614.0
0139,Upplands-Bro,1+2,2018,122.2,28756.0
0139,Upplands-Bro,1+2,2019,124.7,29346.0
0139,Upplands-Bro,1+2,2020,128.3,30195.0
0139,Upplands-Bro,1+2,2021,132.1,31082.0
0139,Upplands-Bro,1+2,2022,135.4,31853.0
0139,Upplands-Bro,1+2,2023,138.0,32453.0
0139,Upplands-Bro,1+2,2024,139.0,32868.0
0139,Upplands-Bro,1+2,2025,141.0,33333.0
0140,Nykvarn,1+2,2000,52.5,8052.0
0140,Nykvarn,1+2,2001,52.7,8090.0
0140,Nykvarn,1+2,2002,53.5,8204.0
0140,Nykvarn,1+2,2003,53.9,8269.0
0140,Nykvarn,1+2,2004,54.3,8328.0
0140,Nykvarn,1+2,2005,54.4,8354.0
0140,Nykvarn,1+2,2006,56.1,8609.0
0140,Nykvarn,1+2,2007,58.2,8926.0
0140,Nykvarn,1+2,2008,58.9,9035.0
0140,Nykvarn,1+2,2009,60.1,9227.0
0140,Nykvarn,1+2,2010,60.8,9331.0
0140,Nykvarn,1+2,2011,61.1,9331.0
0140,Nykvarn,1+2,2012,61.8,9442.0
0140,Nykvarn,1+2,2013,62.3,9523.0
0140,Nykvarn,1+2,2014,64.3,9815.0
0140,Nykvarn,1+2,2015,66.7,10192.0
0140,Nykvarn,1+2,2016,68.2,10424.0
0140,Nykvarn,1+2,2017,69.8,10660.0
0140,Nykvarn,1+2,2018,71.5,10923.0
0140,Nykvarn,1+2,2019,72.1,11014.0
0140,Nykvarn,1+2,2020,73.5,11222.0
0140,Nykvarn,1+2,2021,75.3,11500.0
0140,Nykvarn,1+2,2022,76.4,11664.0
0140,Nykvarn,1+2,2023,79.3,12107.0
0140,Nykvarn,1+2,2024,80.5,12342.0
0140,Nykvarn,1+2,2025,80.7,12384.0
0160,Täby,1+2,2000,993.0,60197.0
0160,Täby,1+2,2001,993.5,60229.0
0160,Täby,1+2,2002,993.0,60198.0
0160,Täby,1+2,2003,992.5,60168.0
0160,Täby,1+2,2004,996.7,60422.0
0160,Täby,1+2,2005,999.6,60594.0
0160,Täby,1+2,2006,1006.4,61006.0
0160,Täby,1+2,2007,1016.7,61633.0
0160,Täby,1+2,2008,1027.2,62266.0
0160,Täby,1+2,2009,1039.5,63014.0
0160,Täby,1+2,2010,1052.3,63789.0
0160,Täby,1+2,2011,1063.2,64558.0
0160,Täby,1+2,2012,1076.4,65364.0
0160,Täby,1+2,2013,1091.8,66292.0
0160,Täby,1+2,2014,1109.5,67334.0
0160,Täby,1+2,2015,1125.0,68281.0
0160,Täby,1+2,2016,1143.2,69386.0
0160,Täby,1+2,2017,1160.0,70405.0
0160,Täby,1+2,2018,1176.4,71397.0
0160,Täby,1+2,2019,1184.3,71874.0
0160,Täby,1+2,2020,1198.8,72755.0
0160,Täby,1+2,2021,1218.6,73955.0
0160,Täby,1+2,2022,1238.0,75137.0
0160,Täby,1+2,2023,1264.6,76738.0
0160,Täby,1+2,2024,1274.5,77744.0
0160,Täby,1+2,2025,1287.1,78514.0
0162,Danderyd,1+2,2000,1115.4,29570.0
0162,Danderyd,1+2,2001,1117.8,29632.0
0162,Danderyd,1+2,2002,1122.4,29755.0
0162,Danderyd,1+2,2003,1127.3,29884.0
0162,Danderyd,1+2,2004,1135.4,30100.0
0162,Danderyd,1+2,2005,1140.2,30226.0
0162,Danderyd,1+2,2006,1150.2,30492.0
0162,Danderyd,1+2,2007,1161.4,30789.0
0162,Danderyd,1+2,2008,1163.7,30851.0
0162,Danderyd,1+2,2009,1175.0,31150.0
0162,Danderyd,1+2,2010,1181.8,31330.0
0162,Danderyd,1+2,2011,1204.5,31799.0
0162,Danderyd,1+2,2012,1210.6,31960.0
0162,Danderyd,1+2,2013,1220.5,32222.0
0162,Danderyd,1+2,2014,1223.3,32295.0
0162,Danderyd,1+2,2015,1228.1,32421.0
0162,Danderyd,1+2,2016,1236.9,32653.0
0162,Danderyd,1+2,2017,1245.8,32888.0
0162,Danderyd,1+2,2018,1258.5,33187.0
0162,Danderyd,1+2,2019,1246.0,32857.0
0162,Danderyd,1+2,2020,1240.5,32712.0
0162,Danderyd,1+2,2021,1244.0,32803.0
0162,Danderyd,1+2,2022,1239.7,32692.0
0162,Danderyd,1+2,2023,1229.4,32419.0
0162,Danderyd,1+2,2024,1223.1,32425.0
0162,Danderyd,1+2,2025,1226.0,32500.0
0163,Sollentuna,1+2,2000,1089.9,58048.0
0163,Sollentuna,1+2,2001,1094.0,58266.0
0163,Sollentuna,1+2,2002,1098.7,58515.0
0163,Sollentuna,1+2,2003,1105.6,58884.0
0163,Sollentuna,1+2,2004,1105.8,58897.0
0163,Sollentuna,1+2,2005,1114.4,59355.0
0163,Sollentuna,1+2,2006,1143.3,60528.0
0163,Sollentuna,1+2,2007,1159.6,61387.0
0163,Sollentuna,1+2,2008,1173.0,62097.0
0163,Sollentuna,1+2,2009,1196.6,63347.0
0163,Sollentuna,1+2,2010,1220.8,64630.0
0163,Sollentuna,1+2,2011,1251.7,65891.0
0163,Sollentuna,1+2,2012,1270.1,66859.0
0163,Sollentuna,1+2,2013,1294.6,68145.0
0163,Sollentuna,1+2,2014,1317.5,69325.0
0163,Sollentuna,1+2,2015,1335.0,70251.0
0163,Sollentuna,1+2,2016,1349.7,71023.0
0163,Sollentuna,1+2,2017,1365.4,71848.0
0163,Sollentuna,1+2,2018,1378.6,72528.0
0163,Sollentuna,1+2,2019,1403.9,73857.0
0163,Sollentuna,1+2,2020,1406.4,73990.0
0163,Sollentuna,1+2,2021,1427.6,75108.0
0163,Sollentuna,1+2,2022,1449.1,76237.0
0163,Sollentuna,1+2,2023,1459.9,76790.0
0163,Sollentuna,1+2,2024,1467.6,77624.0
0163,Sollentuna,1+2,2025,1475.4,78033.0
0180,Stockholm,1+2,2000,3997.2,750348.0
0180,Stockholm,1+2,2001,4021.7,754948.0
0180,Stockholm,1+2,2002,4038.7,758148.0
0180,Stockholm,1+2,2003,4057.8,761721.0
0180,Stockholm,1+2,2004,4075.0,765044.0
0180,Stockholm,1+2,2005,4106.9,771038.0
0180,Stockholm,1+2,2006,4163.0,782885.0
0180,Stockholm,1+2,2007,4228.2,795163.0
0180,Stockholm,1+2,2008,4307.8,810120.0
0180,Stockholm,1+2,2009,4410.4,829417.0
0180,Stockholm,1+2,2010,4504.3,847073.0
0180,Stockholm,1+2,2011,4617.9,864324.0
0180,Stockholm,1+2,2012,4708.2,881235.0
0180,Stockholm,1+2,2013,4796.2,897700.0
0180,Stockholm,1+2,2014,4872.8,911989.0
0180,Stockholm,1+2,2015,4934.5,923516.0
0180,Stockholm,1+2,2016,4999.1,935619.0
0180,Stockholm,1+2,2017,5074.7,949761.0
0180,Stockholm,1+2,2018,5139.7,962154.0
0180,Stockholm,1+2,2019,5203.4,974073.0
0180,Stockholm,1+2,2020,5211.0,975551.0
0180,Stockholm,1+2,2021,5228.2,978770.0
0180,Stockholm,1+2,2022,5260.1,984748.0
0180,Stockholm,1+2,2023,5282.3,988943.0
0180,Stockholm,1+2,2024,5289.4,995574.0
0180,Stockholm,1+2,2025,5308.9,999239.0
0181,Södertälje,1+2,2000,148.2,77882.0
0181,Södertälje,1+2,2001,149.9,78794.0
0181,Södertälje,1+2,2002,151.5,79613.0
0181,Södertälje,1+2,2003,152.3,80049.0
0181,Södertälje,1+2,2004,153.0,80405.0
0181,Södertälje,1+2,2005,153.3,80553.0
0181,Södertälje,1+2,2006,155.6,81791.0
0181,Södertälje,1+2,2007,159.1,83642.0
0181,Södertälje,1+2,2008,161.3,84753.0
0181,Södertälje,1+2,2009,162.2,85270.0
0181,Södertälje,1+2,2010,164.1,86246.0
0181,Södertälje,1+2,2011,167.0,87685.0
0181,Södertälje,1+2,2012,170.3,89473.0
0181,Södertälje,1+2,2013,173.4,91072.0
0181,Södertälje,1+2,2014,175.7,92235.0
0181,Södertälje,1+2,2015,177.6,93202.0
0181,Södertälje,1+2,2016,180.3,94631.0
0181,Södertälje,1+2,2017,183.0,96032.0
0181,Södertälje,1+2,2018,185.8,97381.0
0181,Södertälje,1+2,2019,188.9,98979.0
0181,Södertälje,1+2,2020,191.1,100111.0
0181,Södertälje,1+2,2021,193.1,101209.0
0181,Södertälje,1+2,2022,195.5,102426.0
0181,Södertälje,1+2,2023,195.7,102519.0
0181,Södertälje,1+2,2024,195.4,102911.0
0181,Södertälje,1+2,2025,195.2,102772.0
0182,Nacka,1+2,2000,783.9,74974.0
0182,Nacka,1+2,2001,791.9,75741.0
0182,Nacka,1+2,2002,801.2,76624.0
0182,Nacka,1+2,2003,810.0,77470.0
0182,Nacka,1+2,2004,823.2,78715.0
0182,Nacka,1+2,2005,839.2,80247.0
0182,Nacka,1+2,2006,863.0,82421.0
0182,Nacka,1+2,2007,882.8,84303.0
0182,Nacka,1+2,2008,897.0,85661.0
0182,Nacka,1+2,2009,922.4,88085.0
0182,Nacka,1+2,2010,943.5,90108.0
0182,Nacka,1+2,2011,963.2,91616.0
0182,Nacka,1+2,2012,976.3,92873.0
0182,Nacka,1+2,2013,992.7,94423.0
0182,Nacka,1+2,2014,1011.5,96217.0
0182,Nacka,1+2,2015,1030.2,97986.0
0182,Nacka,1+2,2016,1044.6,99359.0
0182,Nacka,1+2,2017,1064.3,101231.0
0182,Nacka,1+2,2018,1091.9,103656.0
0182,Nacka,1+2,2019,1108.1,105189.0
0182,Nacka,1+2,2020,1121.9,106505.0
0182,Nacka,1+2,2021,1140.1,108234.0
0182,Nacka,1+2,2022,1155.2,109486.0
0182,Nacka,1+2,2023,1167.1,110633.0
0182,Nacka,1+2,2024,1176.3,112112.0
0182,Nacka,1+2,2025,1193.3,113730.0
0183,Sundbyberg,1+2,2000,3883.9,33868.0
0183,Sundbyberg,1+2,2001,3895.3,33967.0
0183,Sundbyberg,1+2,2002,3875.8,33797.0
0183,Sundbyberg,1+2,2003,3869.0,33738.0
0183,Sundbyberg,1+2,2004,3878.0,33816.0
0183,Sundbyberg,1+2,2005,3900.9,34016.0
0183,Sundbyberg,1+2,2006,3959.7,34529.0
0183,Sundbyberg,1+2,2007,4022.7,35078.0
0183,Sundbyberg,1+2,2008,4142.3,36079.0
0183,Sundbyberg,1+2,2009,4330.9,37722.0
0183,Sundbyberg,1+2,2010,4435.5,38633.0
0183,Sundbyberg,1+2,2011,4560.4,39539.0
0183,Sundbyberg,1+2,2012,4705.0,40793.0
0183,Sundbyberg,1+2,2013,4916.5,42626.0
0183,Sundbyberg,1+2,2014,5073.6,44090.0
0183,Sundbyberg,1+2,2015,5307.6,46110.0
0183,Sundbyberg,1+2,2016,5496.4,47750.0
0183,Sundbyberg,1+2,2017,5689.1,49424.0
0183,Sundbyberg,1+2,2018,5818.6,50564.0
0183,Sundbyberg,1+2,2019,6031.5,52414.0
0183,Sundbyberg,1+2,2020,6076.1,52801.0
0183,Sundbyberg,1+2,2021,6171.0,53564.0
0183,Sundbyberg,1+2,2022,6229.3,54070.0
0183,Sundbyberg,1+2,2023,6441.5,55912.0
0183,Sundbyberg,1+2,2024,6446.0,56274.0
0183,Sundbyberg,1+2,2025,6529.2,57000.0
0184,Solna,1+2,2000,2922.3,56605.0
0184,Solna,1+2,2001,2940.3,56953.0
0184,Solna,1+2,2002,2972.9,57585.0
0184,Solna,1+2,2003,2994.0,57994.0
0184,Solna,1+2,2004,3051.0,59098.0
0184,Solna,1+2,2005,3127.3,60575.0
0184,Solna,1+2,2006,3186.2,61717.0
0184,Solna,1+2,2007,3268.9,63318.0
0184,Solna,1+2,2008,3368.9,65289.0
0184,Solna,1+2,2009,3452.5,66909.0
0184,Solna,1+2,2010,3516.2,68144.0
0184,Solna,1+2,2011,3624.1,69946.0
0184,Solna,1+2,2012,3693.9,71293.0
0184,Solna,1+2,2013,3768.9,72740.0
0184,Solna,1+2,2014,3838.3,74041.0
0184,Solna,1+2,2015,3948.2,76158.0
0184,Solna,1+2,2016,4050.4,78129.0
0184,Solna,1+2,2017,4132.2,79707.0
0184,Solna,1+2,2018,4198.7,80950.0
0184,Solna,1+2,2019,4275.4,82429.0
0184,Solna,1+2,2020,4315.6,83162.0
0184,Solna,1+2,2021,4368.8,84187.0
0184,Solna,1+2,2022,4434.4,85450.0
0184,Solna,1+2,2023,4433.1,85426.0
0184,Solna,1+2,2024,4429.0,85789.0
0184,Solna,1+2,2025,4462.3,86435.0
0186,Lidingö,1+2,2000,1331.1,40584.0
