indikator;tabellinnehåll;månad;Värde
Sysselsättning;Förändring från föregående period;2023M09;-0.01
Sysselsättning;Förändring från föregående period;2023M10;-0.05
Sysselsättning;Förändring från föregående period;2023M11;-0.08
Sysselsättning;Förändring från föregående period;2023M12;-0.1
Sysselsättning;Förändring från föregående period;2024M01;-0.1
Sysselsättning;Förändring från föregående period;2024M02;-0.07
Sysselsättning;Förändring från föregående period;2024M03;-0.04
Sysselsättning;Förändring från föregående period;2024M04;-0.02
Sysselsättning;Förändring från föregående period;2024M05;-0.03
Sysselsättning;Förändring från föregående period;2024M06;-0.08
Sysselsättning;Förändring från föregående period;2024M07;-0.13
Sysselsättning;Förändring från föregående period;2024M08;-0.15
Sysselsättning;Förändring från föregående period;2024M09;-0.18
Sysselsättning;Förändring från föregående period;2024M10;-0.19
Sysselsättning;Förändring från föregående period;2024M11;-0.17
Sysselsättning;Förändring från föregående period;2024M12;-0.11
Sysselsättning;Förändring från föregående period;2025M01;-0.04
Sysselsättning;Förändring från föregående period;2025M02;0
Sysselsättning;Förändring från föregående period;2025M03;0.01
Sysselsättning;Förändring från föregående period;2025M04;0.01
Sysselsättning;Förändring från föregående period;2025M05;-0.01
Sysselsättning;Förändring från föregående period;2025M06;-0.02
Sysselsättning;Förändring från föregående period;2025M07;0
Sysselsättning;Förändring från föregående period;2025M08;0.03
Sysselsättning;Förändring från föregående period;2025M09;0.11
Sysselsättning;Förändring från föregående period;2025M10;0.18
Sysselsättning;Förändring från föregående period;2025M11;0.2
Sysselsättning;Förändring från föregående period;2025M12;0.18
Sysselsättning;Förändring från föregående period;2026M01;0.12
Sysselsättning;Förändring från föregående period;2026M02;0.04
Sysselsättning;Förändring från föregående period;2026M03;-0.02
Sysselsättning;Förändring från föregående period;2026M04;-0.05
Sysselsättning;Förändring från föregående period;2026M05;-0.02
Sysselsättning;Förändring från föregående period;2026M06;0.03
Sysselsättning;Förändring från föregående period;2026M07;0.07
Sysselsättning;Förändring från föregående period;2026M08;
Arbetade timmar;Konjunkturläge;2000M01;
Arbetade timmar;Konjunkturläge;2000M02;
Arbetade timmar;Konjunkturläge;2000M03;
Arbetade timmar;Konjunkturläge;2000M04;
Arbetade timmar;Konjunkturläge;2000M05;
Arbetade timmar;Konjunkturläge;2000M06;
Arbetade timmar;Konjunkturläge;2000M07;
Arbetade timmar;Konjunkturläge;2000M08;
Arbetade timmar;Konjunkturläge;2000M09;
Arbetade timmar;Konjunkturläge;2000M10;
Arbetade timmar;Konjunkturläge;2000M11;
Arbetade timmar;Konjunkturläge;2000M12;
Arbetade timmar;Konjunkturläge;2001M01;1.75
Arbetade timmar;Konjunkturläge;2001M02;1.65
Arbetade timmar;Konjunkturläge;2001M03;1.55
Arbetade timmar;Konjunkturläge;2001M04;1.45
Arbetade timmar;Konjunkturläge;2001M05;1.39
Arbetade timmar;Konjunkturläge;2001M06;1.35
Arbetade timmar;Konjunkturläge;2001M07;1.32
Arbetade timmar;Konjunkturläge;2001M08;1.3
Arbetade timmar;Konjunkturläge;2001M09;1.29
Arbetade timmar;Konjunkturläge;2001M10;1.26
Arbetade timmar;Konjunkturläge;2001M11;1.21
Arbetade timmar;Konjunkturläge;2001M12;1.14
Arbetade timmar;Konjunkturläge;2002M01;1.03
Arbetade timmar;Konjunkturläge;2002M02;0.9
Arbetade timmar;Konjunkturläge;2002M03;0.74
Arbetade timmar;Konjunkturläge;2002M04;0.58
Arbetade timmar;Konjunkturläge;2002M05;0.41
Arbetade timmar;Konjunkturläge;2002M06;0.25
Arbetade timmar;Konjunkturläge;2002M07;0.09
Arbetade timmar;Konjunkturläge;2002M08;-0.04
Arbetade timmar;Konjunkturläge;2002M09;-0.14
Arbetade timmar;Konjunkturläge;2002M10;-0.21
Arbetade timmar;Konjunkturläge;2002M11;-0.26
Arbetade timmar;Konjunkturläge;2002M12;-0.3
Arbetade timmar;Konjunkturläge;2003M01;-0.35
Arbetade timmar;Konjunkturläge;2003M02;-0.43
Arbetade timmar;Konjunkturläge;2003M03;-0.54
Arbetade timmar;Konjunkturläge;2003M04;-0.69
Arbetade timmar;Konjunkturläge;2003M05;-0.85
Arbetade timmar;Konjunkturläge;2003M06;-1.02
Arbetade timmar;Konjunkturläge;2003M07;-1.19
Arbetade timmar;Konjunkturläge;2003M08;-1.35
Arbetade timmar;Konjunkturläge;2003M09;-1.47
Arbetade timmar;Konjunkturläge;2003M10;-1.54
Arbetade timmar;Konjunkturläge;2003M11;-1.53
Arbetade timmar;Konjunkturläge;2003M12;-1.44
Arbetade timmar;Konjunkturläge;2004M01;-1.28
Arbetade timmar;Konjunkturläge;2004M02;-1.04
Arbetade timmar;Konjunkturläge;2004M03;-0.78
Arbetade timmar;Konjunkturläge;2004M04;-0.51
Arbetade timmar;Konjunkturläge;2004M05;-0.28
Arbetade timmar;Konjunkturläge;2004M06;-0.1
Arbetade timmar;Konjunkturläge;2004M07;0.01
Arbetade timmar;Konjunkturläge;2004M08;0.07
Arbetade timmar;Konjunkturläge;2004M09;0.06
Arbetade timmar;Konjunkturläge;2004M10;0
Arbetade timmar;Konjunkturläge;2004M11;-0.1
Arbetade timmar;Konjunkturläge;2004M12;-0.24
Arbetade timmar;Konjunkturläge;2005M01;-0.4
Arbetade timmar;Konjunkturläge;2005M02;-0.57
Arbetade timmar;Konjunkturläge;2005M03;-0.73
Arbetade timmar;Konjunkturläge;2005M04;-0.86
Arbetade timmar;Konjunkturläge;2005M05;-0.96
Arbetade timmar;Konjunkturläge;2005M06;-1.03
Arbetade timmar;Konjunkturläge;2005M07;-1.08
Arbetade timmar;Konjunkturläge;2005M08;-1.13
Arbetade timmar;Konjunkturläge;2005M09;-1.17
Arbetade timmar;Konjunkturläge;2005M10;-1.22
Arbetade timmar;Konjunkturläge;2005M11;-1.27
Arbetade timmar;Konjunkturläge;2005M12;-1.28
Arbetade timmar;Konjunkturläge;2006M01;-1.25
Arbetade timmar;Konjunkturläge;2006M02;-1.2
Arbetade timmar;Konjunkturläge;2006M03;-1.13
Arbetade timmar;Konjunkturläge;2006M04;-1.04
Arbetade timmar;Konjunkturläge;2006M05;-0.93
Arbetade timmar;Konjunkturläge;2006M06;-0.79
Arbetade timmar;Konjunkturläge;2006M07;-0.61
Arbetade timmar;Konjunkturläge;2006M08;-0.41
Arbetade timmar;Konjunkturläge;2006M09;-0.17
Arbetade timmar;Konjunkturläge;2006M10;0.09
Arbetade timmar;Konjunkturläge;2006M11;0.35
Arbetade timmar;Konjunkturläge;2006M12;0.59
Arbetade timmar;Konjunkturläge;2007M01;0.8
Arbetade timmar;Konjunkturläge;2007M02;1.01
Arbetade timmar;Konjunkturläge;2007M03;1.21
Arbetade timmar;Konjunkturläge;2007M04;1.4
Arbetade timmar;Konjunkturläge;2007M05;1.58
Arbetade timmar;Konjunkturläge;2007M06;1.75
Arbetade timmar;Konjunkturläge;2007M07;1.89
Arbetade timmar;Konjunkturläge;2007M08;1.98
Arbetade timmar;Konjunkturläge;2007M09;2.02
Arbetade timmar;Konjunkturläge;2007M10;2.01
Arbetade timmar;Konjunkturläge;2007M11;1.95
Arbetade timmar;Konjunkturläge;2007M12;1.85
Arbetade timmar;Konjunkturläge;2008M01;1.72
Arbetade timmar;Konjunkturläge;2008M02;1.58
Arbetade timmar;Konjunkturläge;2008M03;1.46
Arbetade timmar;Konjunkturläge;2008M04;1.35
Arbetade timmar;Konjunkturläge;2008M05;1.25
Arbetade timmar;Konjunkturläge;2008M06;1.16
Arbetade timmar;Konjunkturläge;2008M07;1.07
Arbetade timmar;Konjunkturläge;2008M08;0.96
Arbetade timmar;Konjunkturläge;2008M09;0.81
Arbetade timmar;Konjunkturläge;2008M10;0.61
Arbetade timmar;Konjunkturläge;2008M11;0.35
Arbetade timmar;Konjunkturläge;2008M12;0.01
Arbetade timmar;Konjunkturläge;2009M01;-0.38
Arbetade timmar;Konjunkturläge;2009M02;-0.81
Arbetade timmar;Konjunkturläge;2009M03;-1.25
Arbetade timmar;Konjunkturläge;2009M04;-1.65
Arbetade timmar;Konjunkturläge;2009M05;-1.97
Arbetade timmar;Konjunkturläge;2009M06;-2.2
Arbetade timmar;Konjunkturläge;2009M07;-2.35
Arbetade timmar;Konjunkturläge;2009M08;-2.39
Arbetade timmar;Konjunkturläge;2009M09;-2.31
Arbetade timmar;Konjunkturläge;2009M10;-2.14
Arbetade timmar;Konjunkturläge;2009M11;-1.88
Arbetade timmar;Konjunkturläge;2009M12;-1.54
Arbetade timmar;Konjunkturläge;2010M01;-1.16
Arbetade timmar;Konjunkturläge;2010M02;-0.76
Arbetade timmar;Konjunkturläge;2010M03;-0.4
Arbetade timmar;Konjunkturläge;2010M04;-0.09
Arbetade timmar;Konjunkturläge;2010M05;0.14
Arbetade timmar;Konjunkturläge;2010M06;0.29
Arbetade timmar;Konjunkturläge;2010M07;0.38
Arbetade timmar;Konjunkturläge;2010M08;0.41
Arbetade timmar;Konjunkturläge;2010M09;0.41
Arbetade timmar;Konjunkturläge;2010M10;0.39
Arbetade timmar;Konjunkturläge;2010M11;0.35
Arbetade timmar;Konjunkturläge;2010M12;0.3
Arbetade timmar;Konjunkturläge;2011M01;0.24
Arbetade timmar;Konjunkturläge;2011M02;0.19
Arbetade timmar;Konjunkturläge;2011M03;0.15
Arbetade timmar;Konjunkturläge;2011M04;0.14
Arbetade timmar;Konjunkturläge;2011M05;0.13
Arbetade timmar;Konjunkturläge;2011M06;0.13
Arbetade timmar;Konjunkturläge;2011M07;0.14
Arbetade timmar;Konjunkturläge;2011M08;0.15
Arbetade timmar;Konjunkturläge;2011M09;0.13
Arbetade timmar;Konjunkturläge;2011M10;0.11
Arbetade timmar;Konjunkturläge;2011M11;0.08
Arbetade timmar;Konjunkturläge;2011M12;0.05
Arbetade timmar;Konjunkturläge;2012M01;0.01
Arbetade timmar;Konjunkturläge;2012M02;-0.04
Arbetade timmar;Konjunkturläge;2012M03;-0.11
Arbetade timmar;Konjunkturläge;2012M04;-0.21
Arbetade timmar;Konjunkturläge;2012M05;-0.32
Arbetade timmar;Konjunkturläge;2012M06;-0.43
Arbetade timmar;Konjunkturläge;2012M07;-0.53
Arbetade timmar;Konjunkturläge;2012M08;-0.61
Arbetade timmar;Konjunkturläge;2012M09;-0.7
Arbetade timmar;Konjunkturläge;2012M10;-0.78
Arbetade timmar;Konjunkturläge;2012M11;-0.86
Arbetade timmar;Konjunkturläge;2012M12;-0.96
Arbetade timmar;Konjunkturläge;2013M01;-1.04
Arbetade timmar;Konjunkturläge;2013M02;-1.09
Arbetade timmar;Konjunkturläge;2013M03;-1.11
Arbetade timmar;Konjunkturläge;2013M04;-1.09
Arbetade timmar;Konjunkturläge;2013M05;-1.05
Arbetade timmar;Konjunkturläge;2013M06;-1
Arbetade timmar;Konjunkturläge;2013M07;-0.96
Arbetade timmar;Konjunkturläge;2013M08;-0.93
Arbetade timmar;Konjunkturläge;2013M09;-0.93
Arbetade timmar;Konjunkturläge;2013M10;-0.93
Arbetade timmar;Konjunkturläge;2013M11;-0.92
Arbetade timmar;Konjunkturläge;2013M12;-0.91
Arbetade timmar;Konjunkturläge;2014M01;-0.87
Arbetade timmar;Konjunkturläge;2014M02;-0.82
Arbetade timmar;Konjunkturläge;2014M03;-0.74
Arbetade timmar;Konjunkturläge;2014M04;-0.65
Arbetade timmar;Konjunkturläge;2014M05;-0.54
Arbetade timmar;Konjunkturläge;2014M06;-0.41
Arbetade timmar;Konjunkturläge;2014M07;-0.29
Arbetade timmar;Konjunkturläge;2014M08;-0.18
Arbetade timmar;Konjunkturläge;2014M09;-0.07
Arbetade timmar;Konjunkturläge;2014M10;0.01
Arbetade timmar;Konjunkturläge;2014M11;0.07
Arbetade timmar;Konjunkturläge;2014M12;0.1
Arbetade timmar;Konjunkturläge;2015M01;0.1
Arbetade timmar;Konjunkturläge;2015M02;0.04
Arbetade timmar;Konjunkturläge;2015M03;-0.06
Arbetade timmar;Konjunkturläge;2015M04;-0.18
Arbetade timmar;Konjunkturläge;2015M05;-0.32
Arbetade timmar;Konjunkturläge;2015M06;-0.45
Arbetade timmar;Konjunkturläge;2015M07;-0.56
Arbetade timmar;Konjunkturläge;2015M08;-0.62
Arbetade timmar;Konjunkturläge;2015M09;-0.63
Arbetade timmar;Konjunkturläge;2015M10;-0.58
Arbetade timmar;Konjunkturläge;2015M11;-0.48
Arbetade timmar;Konjunkturläge;2015M12;-0.32
Arbetade timmar;Konjunkturläge;2016M01;-0.14
Arbetade timmar;Konjunkturläge;2016M02;0.04
Arbetade timmar;Konjunkturläge;2016M03;0.2
Arbetade timmar;Konjunkturläge;2016M04;0.33
Arbetade timmar;Konjunkturläge;2016M05;0.42
Arbetade timmar;Konjunkturläge;2016M06;0.48
Arbetade timmar;Konjunkturläge;2016M07;0.49
Arbetade timmar;Konjunkturläge;2016M08;0.47
Arbetade timmar;Konjunkturläge;2016M09;0.44
Arbetade timmar;Konjunkturläge;2016M10;0.4
Arbetade timmar;Konjunkturläge;2016M11;0.36
Arbetade timmar;Konjunkturläge;2016M12;0.33
Arbetade timmar;Konjunkturläge;2017M01;0.31
Arbetade timmar;Konjunkturläge;2017M02;0.32
Arbetade timmar;Konjunkturläge;2017M03;0.38
Arbetade timmar;Konjunkturläge;2017M04;0.48
Arbetade timmar;Konjunkturläge;2017M05;0.62
Arbetade timmar;Konjunkturläge;2017M06;0.8
Arbetade timmar;Konjunkturläge;2017M07;1.02
Arbetade timmar;Konjunkturläge;2017M08;1.25
Arbetade timmar;Konjunkturläge;2017M09;1.47
Arbetade timmar;Konjunkturläge;2017M10;1.66
Arbetade timmar;Konjunkturläge;2017M11;1.82
Arbetade timmar;Konjunkturläge;2017M12;1.92
Arbetade timmar;Konjunkturläge;2018M01;1.95
Arbetade timmar;Konjunkturläge;2018M02;1.94
Arbetade timmar;Konjunkturläge;2018M03;1.91
Arbetade timmar;Konjunkturläge;2018M04;1.86
Arbetade timmar;Konjunkturläge;2018M05;1.78
Arbetade timmar;Konjunkturläge;2018M06;1.68
Arbetade timmar;Konjunkturläge;2018M07;1.57
Arbetade timmar;Konjunkturläge;2018M08;1.46
Arbetade timmar;Konjunkturläge;2018M09;1.36
Arbetade timmar;Konjunkturläge;2018M10;1.26
Arbetade timmar;Konjunkturläge;2018M11;1.17
Arbetade timmar;Konjunkturläge;2018M12;1.09
Arbetade timmar;Konjunkturläge;2019M01;1.01
Arbetade timmar;Konjunkturläge;2019M02;0.94
Arbetade timmar;Konjunkturläge;2019M03;0.87
Arbetade timmar;Konjunkturläge;2019M04;0.8
Arbetade timmar;Konjunkturläge;2019M05;0.73
Arbetade timmar;Konjunkturläge;2019M06;0.66
Arbetade timmar;Konjunkturläge;2019M07;0.58
Arbetade timmar;Konjunkturläge;2019M08;0.49
Arbetade timmar;Konjunkturläge;2019M09;0.39
Arbetade timmar;Konjunkturläge;2019M10;0.29
Arbetade timmar;Konjunkturläge;2019M11;0.21
Arbetade timmar;Konjunkturläge;2019M12;0.17
Arbetade timmar;Konjunkturläge;2020M01;0.16
Arbetade timmar;Konjunkturläge;2020M02;0.2
Arbetade timmar;Konjunkturläge;2020M03;0.27
Arbetade timmar;Konjunkturläge;2020M04;0.37
Arbetade timmar;Konjunkturläge;2020M05;0.47
Arbetade timmar;Konjunkturläge;2020M06;0.57
Arbetade timmar;Konjunkturläge;2020M07;0.64
Arbetade timmar;Konjunkturläge;2020M08;0.64
Arbetade timmar;Konjunkturläge;2020M09;0.58
Arbetade timmar;Konjunkturläge;2020M10;0.44
Arbetade timmar;Konjunkturläge;2020M11;0.23
Arbetade timmar;Konjunkturläge;2020M12;-0.03
Arbetade timmar;Konjunkturläge;2021M01;-0.33
Arbetade timmar;Konjunkturläge;2021M02;-0.65
Arbetade timmar;Konjunkturläge;2021M03;-0.96
Arbetade timmar;Konjunkturläge;2021M04;-1.26
Arbetade timmar;Konjunkturläge;2021M05;-1.53
Arbetade timmar;Konjunkturläge;2021M06;-1.75
Arbetade timmar;Konjunkturläge;2021M07;-1.92
Arbetade timmar;Konjunkturläge;2021M08;-1.99
Arbetade timmar;Konjunkturläge;2021M09;-1.95
Arbetade timmar;Konjunkturläge;2021M10;-1.8
Arbetade timmar;Konjunkturläge;2021M11;-1.54
Arbetade timmar;Konjunkturläge;2021M12;-1.2
Arbetade timmar;Konjunkturläge;2022M01;-0.76
Arbetade timmar;Konjunkturläge;2022M02;-0.28
Arbetade timmar;Konjunkturläge;2022M03;0.22
Arbetade timmar;Konjunkturläge;2022M04;0.7
Arbetade timmar;Konjunkturläge;2022M05;1.11
Arbetade timmar;Konjunkturläge;2022M06;1.44
Arbetade timmar;Konjunkturläge;2022M07;1.68
Arbetade timmar;Konjunkturläge;2022M08;1.84
Arbetade timmar;Konjunkturläge;2022M09;1.9
Arbetade timmar;Konjunkturläge;2022M10;1.87
Arbetade timmar;Konjunkturläge;2022M11;1.76
Arbetade timmar;Konjunkturläge;2022M12;1.57
Arbetade timmar;Konjunkturläge;2023M01;1.33
Arbetade timmar;Konjunkturläge;2023M02;1.07
Arbetade timmar;Konjunkturläge;2023M03;0.81
Arbetade timmar;Konjunkturläge;2023M04;0.56
Arbetade timmar;Konjunkturläge;2023M05;0.34
Arbetade timmar;Konjunkturläge;2023M06;0.18
Arbetade timmar;Konjunkturläge;2023M07;0.07
Arbetade timmar;Konjunkturläge;2023M08;0
Arbetade timmar;Konjunkturläge;2023M09;-0.04
Arbetade timmar;Konjunkturläge;2023M10;-0.07
Arbetade timmar;Konjunkturläge;2023M11;-0.1
Arbetade timmar;Konjunkturläge;2023M12;-0.16
Arbetade timmar;Konjunkturläge;2024M01;-0.27
Arbetade timmar;Konjunkturläge;2024M02;-0.43
Arbetade timmar;Konjunkturläge;2024M03;-0.64
Arbetade timmar;Konjunkturläge;2024M04;-0.85
Arbetade timmar;Konjunkturläge;2024M05;-1.04
Arbetade timmar;Konjunkturläge;2024M06;-1.17
Arbetade timmar;Konjunkturläge;2024M07;-1.24
Arbetade timmar;Konjunkturläge;2024M08;-1.24
Arbetade timmar;Konjunkturläge;2024M09;-1.2
Arbetade timmar;Konjunkturläge;2024M10;-1.12
Arbetade timmar;Konjunkturläge;2024M11;-1.01
Arbetade timmar;Konjunkturläge;2024M12;-0.89
Arbetade timmar;Konjunkturläge;2025M01;-0.77
Arbetade timmar;Konjunkturläge;2025M02;-0.68
Arbetade timmar;Konjunkturläge;2025M03;-0.62
Arbetade timmar;Konjunkturläge;2025M04;-0.58
Arbetade timmar;Konjunkturläge;2025M05;-0.56
Arbetade timmar;Konjunkturläge;2025M06;-0.55
Arbetade timmar;Konjunkturläge;2025M07;-0.54
Arbetade timmar;Konjunkturläge;2025M08;-0.53
Arbetade timmar;Konjunkturläge;2025M09;-0.52
Arbetade timmar;Konjunkturläge;2025M10;-0.51
Arbetade timmar;Konjunkturläge;2025M11;-0.48
Arbetade timmar;Konjunkturläge;2025M12;-0.43
Arbetade timmar;Konjunkturläge;2026M01;-0.37
Arbetade timmar;Konjunkturläge;2026M02;-0.28
Arbetade timmar;Konjunkturläge;2026M03;-0.18
Arbetade timmar;Konjunkturläge;2026M04;-0.08
Arbetade timmar;Konjunkturläge;2026M05;0.02
Arbetade timmar;Konjunkturläge;2026M06;0.09
Arbetade timmar;Konjunkturläge;2026M07;0.15
Arbetade timmar;Konjunkturläge;2026M08;
Arbetade timmar;Förändring från föregående period;2000M01;
Arbetade timmar;Förändring från föregående period;2000M02;
Arbetade timmar;Förändring från föregående period;2000M03;
Arbetade timmar;Förändring från föregående period;2000M04;
Arbetade timmar;Förändring från föregående period;2000M05;
Arbetade timmar;Förändring från föregående period;2000M06;
Arbetade timmar;Förändring från föregående period;2000M07;
Arbetade timmar;Förändring från föregående period;2000M08;
Arbetade timmar;Förändring från föregående period;2000M09;
Arbetade timmar;Förändring från föregående period;2000M10;
Arbetade timmar;Förändring från föregående period;2000M11;
Arbetade timmar;Förändring från föregående period;2000M12;
Arbetade timmar;Förändring från föregående period;2001M01;
Arbetade timmar;Förändring från föregående period;2001M02;-0.1
Arbetade timmar;Förändring från föregående period;2001M03;-0.1
Arbetade timmar;Förändring från föregående period;2001M04;-0.09
Arbetade timmar;Förändring från föregående period;2001M05;-0.06
Arbetade timmar;Förändring från föregående period;2001M06;-0.04
Arbetade timmar;Förändring från föregående period;2001M07;-0.03
Arbetade timmar;Förändring från föregående period;2001M08;-0.02
Arbetade timmar;Förändring från föregående period;2001M09;-0.01
Arbetade timmar;Förändring från föregående period;2001M10;-0.03
Arbetade timmar;Förändring från föregående period;2001M11;-0.05
Arbetade timmar;Förändring från föregående period;2001M12;-0.07
Arbetade timmar;Förändring från föregående period;2002M01;-0.1
Arbetade timmar;Förändring från föregående period;2002M02;-0.13
Arbetade timmar;Förändring från föregående period;2002M03;-0.16
Arbetade timmar;Förändring från föregående period;2002M04;-0.17
Arbetade timmar;Förändring från föregående period;2002M05;-0.17
Arbetade timmar;Förändring från föregående period;2002M06;-0.16
Arbetade timmar;Förändring från föregående period;2002M07;-0.15
Arbetade timmar;Förändring från föregående period;2002M08;-0.13
Arbetade timmar;Förändring från föregående period;2002M09;-0.1
Arbetade timmar;Förändring från föregående period;2002M10;-0.07
Arbetade timmar;Förändring från föregående period;2002M11;-0.05
Arbetade timmar;Förändring från föregående period;2002M12;-0.04
Arbetade timmar;Förändring från föregående period;2003M01;-0.05
Arbetade timmar;Förändring från föregående period;2003M02;-0.08
Arbetade timmar;Förändring från föregående period;2003M03;-0.11
Arbetade timmar;Förändring från föregående period;2003M04;-0.14
Arbetade timmar;Förändring från föregående period;2003M05;-0.16
Arbetade timmar;Förändring från föregående period;2003M06;-0.17
Arbetade timmar;Förändring från föregående period;2003M07;-0.17
Arbetade timmar;Förändring från föregående period;2003M08;-0.16
Arbetade timmar;Förändring från föregående period;2003M09;-0.12
Arbetade timmar;Förändring från föregående period;2003M10;-0.06
Arbetade timmar;Förändring från föregående period;2003M11;0.01
Arbetade timmar;Förändring från föregående period;2003M12;0.09
Arbetade timmar;Förändring från föregående period;2004M01;0.17
Arbetade timmar;Förändring från föregående period;2004M02;0.23
Arbetade timmar;Förändring från föregående period;2004M03;0.27
Arbetade timmar;Förändring från föregående period;2004M04;0.27
Arbetade timmar;Förändring från föregående period;2004M05;0.24
Arbetade timmar;Förändring från föregående period;2004M06;0.18
Arbetade timmar;Förändring från föregående period;2004M07;0.11
Arbetade timmar;Förändring från föregående period;2004M08;0.05
Arbetade timmar;Förändring från föregående period;2004M09;-0.01
Arbetade timmar;Förändring från föregående period;2004M10;-0.06
Arbetade timmar;Förändring från föregående period;2004M11;-0.1
Arbetade timmar;Förändring från föregående period;2004M12;-0.13
Arbetade timmar;Förändring från föregående period;2005M01;-0.16
Arbetade timmar;Förändring från föregående period;2005M02;-0.17
Arbetade timmar;Förändring från föregående period;2005M03;-0.16
Arbetade timmar;Förändring från föregående period;2005M04;-0.13
Arbetade timmar;Förändring från föregående period;2005M05;-0.1
Arbetade timmar;Förändring från föregående period;2005M06;-0.07
Arbetade timmar;Förändring från föregående period;2005M07;-0.05
Arbetade timmar;Förändring från föregående period;2005M08;-0.04
Arbetade timmar;Förändring från föregående period;2005M09;-0.05
Arbetade timmar;Förändring från föregående period;2005M10;-0.05
Arbetade timmar;Förändring från föregående period;2005M11;-0.04
Arbetade timmar;Förändring från föregående period;2005M12;-0.01
Arbetade timmar;Förändring från föregående period;2006M01;0.03
Arbetade timmar;Förändring från föregående period;2006M02;0.05
Arbetade timmar;Förändring från föregående period;2006M03;0.07
Arbetade timmar;Förändring från föregående period;2006M04;0.09
Arbetade timmar;Förändring från föregående period;2006M05;0.11
Arbetade timmar;Förändring från föregående period;2006M06;0.14
Arbetade timmar;Förändring från föregående period;2006M07;0.18
Arbetade timmar;Förändring från föregående period;2006M08;0.21
Arbetade timmar;Förändring från föregående period;2006M09;0.23
Arbetade timmar;Förändring från föregående period;2006M10;0.26
Arbetade timmar;Förändring från föregående period;2006M11;0.26
Arbetade timmar;Förändring från föregående period;2006M12;0.24
Arbetade timmar;Förändring från föregående period;2007M01;0.22
Arbetade timmar;Förändring från föregående period;2007M02;0.21
Arbetade timmar;Förändring från föregående period;2007M03;0.2
Arbetade timmar;Förändring från föregående period;2007M04;0.19
Arbetade timmar;Förändring från föregående period;2007M05;0.18
Arbetade timmar;Förändring från föregående period;2007M06;0.17
Arbetade timmar;Förändring från föregående period;2007M07;0.14
Arbetade timmar;Förändring från föregående period;2007M08;0.09
Arbetade timmar;Förändring från föregående period;2007M09;0.04
Arbetade timmar;Förändring från föregående period;2007M10;-0.01
Arbetade timmar;Förändring från föregående period;2007M11;-0.06
Arbetade timmar;Förändring från föregående period;2007M12;-0.1
Arbetade timmar;Förändring från föregående period;2008M01;-0.13
Arbetade timmar;Förändring från föregående period;2008M02;-0.14
Arbetade timmar;Förändring från föregående period;2008M03;-0.12
Arbetade timmar;Förändring från föregående period;2008M04;-0.11
Arbetade timmar;Förändring från föregående period;2008M05;-0.1
Arbetade timmar;Förändring från föregående period;2008M06;-0.09
Arbetade timmar;Förändring från föregående period;2008M07;-0.1
Arbetade timmar;Förändring från föregående period;2008M08;-0.11
Arbetade timmar;Förändring från föregående period;2008M09;-0.14
Arbetade timmar;Förändring från föregående period;2008M10;-0.2
Arbetade timmar;Förändring från föregående period;2008M11;-0.27
Arbetade timmar;Förändring från föregående period;2008M12;-0.33
Arbetade timmar;Förändring från föregående period;2009M01;-0.39
Arbetade timmar;Förändring från föregående period;2009M02;-0.43
Arbetade timmar;Förändring från föregående period;2009M03;-0.44
Arbetade timmar;Förändring från föregående period;2009M04;-0.4
Arbetade timmar;Förändring från föregående period;2009M05;-0.32
Arbetade timmar;Förändring från föregående period;2009M06;-0.23
Arbetade timmar;Förändring från föregående period;2009M07;-0.14
Arbetade timmar;Förändring från föregående period;2009M08;-0.04
Arbetade timmar;Förändring från föregående period;2009M09;0.07
Arbetade timmar;Förändring från föregående period;2009M10;0.17
Arbetade timmar;Förändring från föregående period;2009M11;0.26
Arbetade timmar;Förändring från föregående period;2009M12;0.33
Arbetade timmar;Förändring från föregående period;2010M01;0.39
Arbetade timmar;Förändring från föregående period;2010M02;0.4
Arbetade timmar;Förändring från föregående period;2010M03;0.36
Arbetade timmar;Förändring från föregående period;2010M04;0.3
Arbetade timmar;Förändring från föregående period;2010M05;0.23
Arbetade timmar;Förändring från föregående period;2010M06;0.15
Arbetade timmar;Förändring från föregående period;2010M07;0.09
Arbetade timmar;Förändring från föregående period;2010M08;0.04
Arbetade timmar;Förändring från föregående period;2010M09;0
Arbetade timmar;Förändring från föregående period;2010M10;-0.02
Arbetade timmar;Förändring från föregående period;2010M11;-0.04
Arbetade timmar;Förändring från föregående period;2010M12;-0.05
Arbetade timmar;Förändring från föregående period;2011M01;-0.06
Arbetade timmar;Förändring från föregående period;2011M02;-0.05
Arbetade timmar;Förändring från föregående period;2011M03;-0.04
Arbetade timmar;Förändring från föregående period;2011M04;-0.02
Arbetade timmar;Förändring från föregående period;2011M05;-0.01
Arbetade timmar;Förändring från föregående period;2011M06;0
Arbetade timmar;Förändring från föregående period;2011M07;0.01
Arbetade timmar;Förändring från föregående period;2011M08;0.01
Arbetade timmar;Förändring från föregående period;2011M09;-0.01
Arbetade timmar;Förändring från föregående period;2011M10;-0.02
Arbetade timmar;Förändring från föregående period;2011M11;-0.03
Arbetade timmar;Förändring från föregående period;2011M12;-0.03
Arbetade timmar;Förändring från föregående period;2012M01;-0.04
Arbetade timmar;Förändring från föregående period;2012M02;-0.05
Arbetade timmar;Förändring från föregående period;2012M03;-0.07
Arbetade timmar;Förändring från föregående period;2012M04;-0.09
Arbetade timmar;Förändring från föregående period;2012M05;-0.11
