region;kön;tabellinnehåll;år;Värde
Kristianstad;män;Antal;2024;1.38
Kristianstad;män;Antal;2025;1.29
Kristianstad;kvinnor;Antal;2000;1.66
Kristianstad;kvinnor;Antal;2001;1.66
Kristianstad;kvinnor;Antal;2002;1.61
Kristianstad;kvinnor;Antal;2003;1.67
Kristianstad;kvinnor;Antal;2004;1.66
Kristianstad;kvinnor;Antal;2005;1.69
Kristianstad;kvinnor;Antal;2006;1.86
Kristianstad;kvinnor;Antal;2007;1.87
Kristianstad;kvinnor;Antal;2008;1.9
Kristianstad;kvinnor;Antal;2009;1.99
Kristianstad;kvinnor;Antal;2010;2.02
Kristianstad;kvinnor;Antal;2011;1.9
Kristianstad;kvinnor;Antal;2012;1.94
Kristianstad;kvinnor;Antal;2013;1.86
Kristianstad;kvinnor;Antal;2014;1.88
Kristianstad;kvinnor;Antal;2015;1.89
Kristianstad;kvinnor;Antal;2016;1.87
Kristianstad;kvinnor;Antal;2017;1.85
Kristianstad;kvinnor;Antal;2018;1.78
Kristianstad;kvinnor;Antal;2019;1.67
Kristianstad;kvinnor;Antal;2020;1.74
Kristianstad;kvinnor;Antal;2021;1.82
Kristianstad;kvinnor;Antal;2022;1.56
Kristianstad;kvinnor;Antal;2023;1.66
Kristianstad;kvinnor;Antal;2024;1.5
Kristianstad;kvinnor;Antal;2025;1.44
Simrishamn;män;Antal;2000;1.37
Simrishamn;män;Antal;2001;1.32
Simrishamn;män;Antal;2002;1.49
Simrishamn;män;Antal;2003;1.4
Simrishamn;män;Antal;2004;1.57
Simrishamn;män;Antal;2005;1.51
Simrishamn;män;Antal;2006;1.68
Simrishamn;män;Antal;2007;1.73
Simrishamn;män;Antal;2008;1.86
Simrishamn;män;Antal;2009;1.67
Simrishamn;män;Antal;2010;1.54
Simrishamn;män;Antal;2011;1.48
Simrishamn;män;Antal;2012;1.61
Simrishamn;män;Antal;2013;1.58
Simrishamn;män;Antal;2014;1.56
Simrishamn;män;Antal;2015;1.55
Simrishamn;män;Antal;2016;1.42
Simrishamn;män;Antal;2017;1.89
Simrishamn;män;Antal;2018;1.6
Simrishamn;män;Antal;2019;1.45
Simrishamn;män;Antal;2020;1.41
Simrishamn;män;Antal;2021;1.44
Simrishamn;män;Antal;2022;1.26
Simrishamn;män;Antal;2023;1.57
Simrishamn;män;Antal;2024;1.24
Simrishamn;män;Antal;2025;1.34
Simrishamn;kvinnor;Antal;2000;1.64
Simrishamn;kvinnor;Antal;2001;1.58
Simrishamn;kvinnor;Antal;2002;1.71
Simrishamn;kvinnor;Antal;2003;1.74
Simrishamn;kvinnor;Antal;2004;1.78
Simrishamn;kvinnor;Antal;2005;1.72
Simrishamn;kvinnor;Antal;2006;2
Simrishamn;kvinnor;Antal;2007;1.95
Simrishamn;kvinnor;Antal;2008;2.1
Simrishamn;kvinnor;Antal;2009;2
Simrishamn;kvinnor;Antal;2010;1.78
Simrishamn;kvinnor;Antal;2011;1.71
Simrishamn;kvinnor;Antal;2012;1.8
Simrishamn;kvinnor;Antal;2013;1.78
Simrishamn;kvinnor;Antal;2014;1.78
Simrishamn;kvinnor;Antal;2015;1.75
Simrishamn;kvinnor;Antal;2016;1.65
Simrishamn;kvinnor;Antal;2017;2.09
Simrishamn;kvinnor;Antal;2018;1.9
Simrishamn;kvinnor;Antal;2019;1.65
Simrishamn;kvinnor;Antal;2020;1.65
Simrishamn;kvinnor;Antal;2021;1.65
Simrishamn;kvinnor;Antal;2022;1.5
Simrishamn;kvinnor;Antal;2023;1.83
Simrishamn;kvinnor;Antal;2024;1.56
Simrishamn;kvinnor;Antal;2025;1.66
Ängelholm;män;Antal;2000;1.46
Ängelholm;män;Antal;2001;1.29
Ängelholm;män;Antal;2002;1.45
Ängelholm;män;Antal;2003;1.53
Ängelholm;män;Antal;2004;1.48
Ängelholm;män;Antal;2005;1.61
Ängelholm;män;Antal;2006;1.54
Ängelholm;män;Antal;2007;1.71
Ängelholm;män;Antal;2008;1.73
Ängelholm;män;Antal;2009;1.75
Ängelholm;män;Antal;2010;1.83
Ängelholm;män;Antal;2011;1.69
Ängelholm;män;Antal;2012;1.79
Ängelholm;män;Antal;2013;1.78
Ängelholm;män;Antal;2014;1.84
Ängelholm;män;Antal;2015;1.64
Ängelholm;män;Antal;2016;1.81
Ängelholm;män;Antal;2017;1.78
Ängelholm;män;Antal;2018;1.78
Ängelholm;män;Antal;2019;1.56
Ängelholm;män;Antal;2020;1.62
Ängelholm;män;Antal;2021;1.42
Ängelholm;män;Antal;2022;1.6
Ängelholm;män;Antal;2023;1.41
Ängelholm;män;Antal;2024;1.38
Ängelholm;män;Antal;2025;1.27
Ängelholm;kvinnor;Antal;2000;1.61
Ängelholm;kvinnor;Antal;2001;1.4
Ängelholm;kvinnor;Antal;2002;1.58
Ängelholm;kvinnor;Antal;2003;1.66
Ängelholm;kvinnor;Antal;2004;1.61
Ängelholm;kvinnor;Antal;2005;1.76
Ängelholm;kvinnor;Antal;2006;1.67
Ängelholm;kvinnor;Antal;2007;1.91
Ängelholm;kvinnor;Antal;2008;1.88
Ängelholm;kvinnor;Antal;2009;1.88
Ängelholm;kvinnor;Antal;2010;2.01
Ängelholm;kvinnor;Antal;2011;1.83
Ängelholm;kvinnor;Antal;2012;1.88
Ängelholm;kvinnor;Antal;2013;1.85
Ängelholm;kvinnor;Antal;2014;1.95
Ängelholm;kvinnor;Antal;2015;1.76
Ängelholm;kvinnor;Antal;2016;1.94
Ängelholm;kvinnor;Antal;2017;1.92
Ängelholm;kvinnor;Antal;2018;1.96
Ängelholm;kvinnor;Antal;2019;1.69
Ängelholm;kvinnor;Antal;2020;1.8
Ängelholm;kvinnor;Antal;2021;1.57
Ängelholm;kvinnor;Antal;2022;1.74
Ängelholm;kvinnor;Antal;2023;1.57
Ängelholm;kvinnor;Antal;2024;1.55
Ängelholm;kvinnor;Antal;2025;1.45
Hässleholm;män;Antal;2000;1.4
Hässleholm;män;Antal;2001;1.38
Hässleholm;män;Antal;2002;1.48
Hässleholm;män;Antal;2003;1.51
Hässleholm;män;Antal;2004;1.5
Hässleholm;män;Antal;2005;1.58
Hässleholm;män;Antal;2006;1.6
Hässleholm;män;Antal;2007;1.67
Hässleholm;män;Antal;2008;1.71
Hässleholm;män;Antal;2009;1.8
Hässleholm;män;Antal;2010;1.77
Hässleholm;män;Antal;2011;1.78
Hässleholm;män;Antal;2012;1.82
Hässleholm;män;Antal;2013;1.68
Hässleholm;män;Antal;2014;1.68
Hässleholm;män;Antal;2015;1.76
Hässleholm;män;Antal;2016;1.73
Hässleholm;män;Antal;2017;1.65
Hässleholm;män;Antal;2018;1.64
Hässleholm;män;Antal;2019;1.67
Hässleholm;män;Antal;2020;1.72
Hässleholm;män;Antal;2021;1.67
Hässleholm;män;Antal;2022;1.48
Hässleholm;män;Antal;2023;1.37
Hässleholm;män;Antal;2024;1.29
Hässleholm;män;Antal;2025;1.31
Hässleholm;kvinnor;Antal;2000;1.59
Hässleholm;kvinnor;Antal;2001;1.57
Hässleholm;kvinnor;Antal;2002;1.63
Hässleholm;kvinnor;Antal;2003;1.72
Hässleholm;kvinnor;Antal;2004;1.7
Hässleholm;kvinnor;Antal;2005;1.79
Hässleholm;kvinnor;Antal;2006;1.8
Hässleholm;kvinnor;Antal;2007;1.86
Hässleholm;kvinnor;Antal;2008;2.01
Hässleholm;kvinnor;Antal;2009;1.99
Hässleholm;kvinnor;Antal;2010;1.96
Hässleholm;kvinnor;Antal;2011;1.89
Hässleholm;kvinnor;Antal;2012;1.9
Hässleholm;kvinnor;Antal;2013;1.8
Hässleholm;kvinnor;Antal;2014;1.83
Hässleholm;kvinnor;Antal;2015;1.92
Hässleholm;kvinnor;Antal;2016;1.87
Hässleholm;kvinnor;Antal;2017;1.8
Hässleholm;kvinnor;Antal;2018;1.8
Hässleholm;kvinnor;Antal;2019;1.82
Hässleholm;kvinnor;Antal;2020;1.86
Hässleholm;kvinnor;Antal;2021;1.82
Hässleholm;kvinnor;Antal;2022;1.63
Hässleholm;kvinnor;Antal;2023;1.53
Hässleholm;kvinnor;Antal;2024;1.45
Hässleholm;kvinnor;Antal;2025;1.46
Hylte;män;Antal;2000;1.38
Hylte;män;Antal;2001;1.7
Hylte;män;Antal;2002;1.63
Hylte;män;Antal;2003;1.56
Hylte;män;Antal;2004;1.57
Hylte;män;Antal;2005;1.94
Hylte;män;Antal;2006;2.23
Hylte;män;Antal;2007;2.25
Hylte;män;Antal;2008;1.64
Hylte;män;Antal;2009;2.01
Hylte;män;Antal;2010;1.98
Hylte;män;Antal;2011;1.76
Hylte;män;Antal;2012;2.16
Hylte;män;Antal;2013;1.76
Hylte;män;Antal;2014;2.14
Hylte;män;Antal;2015;1.93
Hylte;män;Antal;2016;2.1
Hylte;män;Antal;2017;1.82
Hylte;män;Antal;2018;1.98
Hylte;män;Antal;2019;1.91
Hylte;män;Antal;2020;1.89
Hylte;män;Antal;2021;1.67
Hylte;män;Antal;2022;1.5
Hylte;män;Antal;2023;1.39
Hylte;män;Antal;2024;1.46
Hylte;män;Antal;2025;1.62
Hylte;kvinnor;Antal;2000;1.71
Hylte;kvinnor;Antal;2001;2.01
Hylte;kvinnor;Antal;2002;2.08
Hylte;kvinnor;Antal;2003;1.88
Hylte;kvinnor;Antal;2004;2.14
Hylte;kvinnor;Antal;2005;2.21
Hylte;kvinnor;Antal;2006;2.54
Hylte;kvinnor;Antal;2007;2.64
Hylte;kvinnor;Antal;2008;1.85
Hylte;kvinnor;Antal;2009;2.23
Hylte;kvinnor;Antal;2010;2.17
Hylte;kvinnor;Antal;2011;2.04
Hylte;kvinnor;Antal;2012;2.44
Hylte;kvinnor;Antal;2013;1.94
Hylte;kvinnor;Antal;2014;2.46
Hylte;kvinnor;Antal;2015;2.31
Hylte;kvinnor;Antal;2016;2.37
Hylte;kvinnor;Antal;2017;2.21
Hylte;kvinnor;Antal;2018;2.38
Hylte;kvinnor;Antal;2019;2.23
Hylte;kvinnor;Antal;2020;2.33
Hylte;kvinnor;Antal;2021;2.04
Hylte;kvinnor;Antal;2022;1.79
Hylte;kvinnor;Antal;2023;1.68
Hylte;kvinnor;Antal;2024;1.92
Hylte;kvinnor;Antal;2025;1.91
Halmstad;män;Antal;2000;1.38
Halmstad;män;Antal;2001;1.33
Halmstad;män;Antal;2002;1.47
Halmstad;män;Antal;2003;1.54
Halmstad;män;Antal;2004;1.61
Halmstad;män;Antal;2005;1.66
Halmstad;män;Antal;2006;1.68
Halmstad;män;Antal;2007;1.74
Halmstad;män;Antal;2008;1.65
Halmstad;män;Antal;2009;1.67
Halmstad;män;Antal;2010;1.91
Halmstad;män;Antal;2011;1.7
Halmstad;män;Antal;2012;1.76
Halmstad;män;Antal;2013;1.73
Halmstad;män;Antal;2014;1.74
Halmstad;män;Antal;2015;1.68
Halmstad;män;Antal;2016;1.71
Halmstad;män;Antal;2017;1.64
Halmstad;män;Antal;2018;1.58
Halmstad;män;Antal;2019;1.57
Halmstad;män;Antal;2020;1.52
Halmstad;män;Antal;2021;1.54
Halmstad;män;Antal;2022;1.37
Halmstad;män;Antal;2023;1.3
Halmstad;män;Antal;2024;1.4
Halmstad;män;Antal;2025;1.36
Halmstad;kvinnor;Antal;2000;1.5
Halmstad;kvinnor;Antal;2001;1.44
Halmstad;kvinnor;Antal;2002;1.57
Halmstad;kvinnor;Antal;2003;1.67
Halmstad;kvinnor;Antal;2004;1.75
Halmstad;kvinnor;Antal;2005;1.79
Halmstad;kvinnor;Antal;2006;1.82
Halmstad;kvinnor;Antal;2007;1.86
Halmstad;kvinnor;Antal;2008;1.77
Halmstad;kvinnor;Antal;2009;1.81
Halmstad;kvinnor;Antal;2010;2.04
Halmstad;kvinnor;Antal;2011;1.82
Halmstad;kvinnor;Antal;2012;1.88
Halmstad;kvinnor;Antal;2013;1.81
Halmstad;kvinnor;Antal;2014;1.85
Halmstad;kvinnor;Antal;2015;1.76
Halmstad;kvinnor;Antal;2016;1.81
Halmstad;kvinnor;Antal;2017;1.75
Halmstad;kvinnor;Antal;2018;1.7
Halmstad;kvinnor;Antal;2019;1.69
Halmstad;kvinnor;Antal;2020;1.65
Halmstad;kvinnor;Antal;2021;1.68
Halmstad;kvinnor;Antal;2022;1.51
Halmstad;kvinnor;Antal;2023;1.44
Halmstad;kvinnor;Antal;2024;1.55
Halmstad;kvinnor;Antal;2025;1.51
Laholm;män;Antal;2000;1.52
Laholm;män;Antal;2001;1.6
Laholm;män;Antal;2002;1.79
Laholm;män;Antal;2003;1.59
Laholm;män;Antal;2004;1.74
Laholm;män;Antal;2005;1.74
Laholm;män;Antal;2006;1.88
Laholm;män;Antal;2007;1.76
Laholm;män;Antal;2008;1.66
Laholm;män;Antal;2009;1.78
Laholm;män;Antal;2010;1.91
Laholm;män;Antal;2011;1.66
Laholm;män;Antal;2012;1.77
Laholm;män;Antal;2013;2.11
Laholm;män;Antal;2014;1.83
Laholm;män;Antal;2015;1.81
Laholm;män;Antal;2016;2.19
Laholm;män;Antal;2017;1.86
Laholm;män;Antal;2018;1.89
Laholm;män;Antal;2019;1.9
Laholm;män;Antal;2020;1.83
Laholm;män;Antal;2021;1.83
Laholm;män;Antal;2022;1.51
Laholm;män;Antal;2023;1.52
Laholm;män;Antal;2024;1.53
Laholm;män;Antal;2025;1.58
Laholm;kvinnor;Antal;2000;1.77
Laholm;kvinnor;Antal;2001;1.82
Laholm;kvinnor;Antal;2002;2.03
Laholm;kvinnor;Antal;2003;1.81
Laholm;kvinnor;Antal;2004;1.98
Laholm;kvinnor;Antal;2005;1.97
Laholm;kvinnor;Antal;2006;2.16
Laholm;kvinnor;Antal;2007;1.95
Laholm;kvinnor;Antal;2008;1.87
Laholm;kvinnor;Antal;2009;2.03
Laholm;kvinnor;Antal;2010;2.14
Laholm;kvinnor;Antal;2011;1.88
Laholm;kvinnor;Antal;2012;1.99
Laholm;kvinnor;Antal;2013;2.25
Laholm;kvinnor;Antal;2014;1.95
Laholm;kvinnor;Antal;2015;1.95
Laholm;kvinnor;Antal;2016;2.35
Laholm;kvinnor;Antal;2017;2.03
Laholm;kvinnor;Antal;2018;2.03
Laholm;kvinnor;Antal;2019;2.13
Laholm;kvinnor;Antal;2020;2.02
Laholm;kvinnor;Antal;2021;2.03
Laholm;kvinnor;Antal;2022;1.72
Laholm;kvinnor;Antal;2023;1.74
Laholm;kvinnor;Antal;2024;1.72
Laholm;kvinnor;Antal;2025;1.81
Falkenberg;män;Antal;2000;1.63
Falkenberg;män;Antal;2001;1.61
Falkenberg;män;Antal;2002;1.68
Falkenberg;män;Antal;2003;1.72
Falkenberg;män;Antal;2004;1.65
Falkenberg;män;Antal;2005;1.67
Falkenberg;män;Antal;2006;1.72
Falkenberg;män;Antal;2007;1.71
Falkenberg;män;Antal;2008;1.92
Falkenberg;män;Antal;2009;1.98
Falkenberg;män;Antal;2010;1.92
Falkenberg;män;Antal;2011;2.08
Falkenberg;män;Antal;2012;1.66
Falkenberg;män;Antal;2013;1.8
Falkenberg;män;Antal;2014;1.96
Falkenberg;män;Antal;2015;1.83
Falkenberg;män;Antal;2016;1.84
Falkenberg;män;Antal;2017;1.71
Falkenberg;män;Antal;2018;1.73
Falkenberg;män;Antal;2019;1.72
Falkenberg;män;Antal;2020;1.75
Falkenberg;män;Antal;2021;1.76
Falkenberg;män;Antal;2022;1.67
Falkenberg;män;Antal;2023;1.56
Falkenberg;män;Antal;2024;1.5
Falkenberg;män;Antal;2025;1.43
Falkenberg;kvinnor;Antal;2000;1.82
Falkenberg;kvinnor;Antal;2001;1.84
Falkenberg;kvinnor;Antal;2002;1.88
Falkenberg;kvinnor;Antal;2003;2.01
Falkenberg;kvinnor;Antal;2004;1.87
Falkenberg;kvinnor;Antal;2005;1.85
Falkenberg;kvinnor;Antal;2006;1.94
Falkenberg;kvinnor;Antal;2007;1.94
Falkenberg;kvinnor;Antal;2008;2.15
Falkenberg;kvinnor;Antal;2009;2.18
Falkenberg;kvinnor;Antal;2010;2.15
Falkenberg;kvinnor;Antal;2011;2.35
Falkenberg;kvinnor;Antal;2012;1.8
Falkenberg;kvinnor;Antal;2013;1.94
Falkenberg;kvinnor;Antal;2014;2.12
Falkenberg;kvinnor;Antal;2015;1.98
Falkenberg;kvinnor;Antal;2016;2
Falkenberg;kvinnor;Antal;2017;1.91
Falkenberg;kvinnor;Antal;2018;1.9
Falkenberg;kvinnor;Antal;2019;1.87
Falkenberg;kvinnor;Antal;2020;1.93
Falkenberg;kvinnor;Antal;2021;1.92
Falkenberg;kvinnor;Antal;2022;1.86
Falkenberg;kvinnor;Antal;2023;1.74
Falkenberg;kvinnor;Antal;2024;1.66
Falkenberg;kvinnor;Antal;2025;1.62
Varberg;män;Antal;2000;1.48
Varberg;män;Antal;2001;1.62
Varberg;män;Antal;2002;1.72
Varberg;män;Antal;2003;1.85
Varberg;män;Antal;2004;1.73
Varberg;män;Antal;2005;1.77
Varberg;män;Antal;2006;1.96
Varberg;män;Antal;2007;1.89
Varberg;män;Antal;2008;1.96
Varberg;män;Antal;2009;1.99
Varberg;män;Antal;2010;2.08
Varberg;män;Antal;2011;1.97
Varberg;män;Antal;2012;1.84
Varberg;män;Antal;2013;1.94
Varberg;män;Antal;2014;1.83
Varberg;män;Antal;2015;1.73
Varberg;män;Antal;2016;1.77
Varberg;män;Antal;2017;1.77
Varberg;män;Antal;2018;1.69
Varberg;män;Antal;2019;1.68
Varberg;män;Antal;2020;1.58
Varberg;män;Antal;2021;1.7
Varberg;män;Antal;2022;1.64
Varberg;män;Antal;2023;1.41
Varberg;män;Antal;2024;1.49
Varberg;män;Antal;2025;1.53
Varberg;kvinnor;Antal;2000;1.63
Varberg;kvinnor;Antal;2001;1.75
Varberg;kvinnor;Antal;2002;1.87
Varberg;kvinnor;Antal;2003;2.01
Varberg;kvinnor;Antal;2004;1.91
Varberg;kvinnor;Antal;2005;1.94
Varberg;kvinnor;Antal;2006;2.1
Varberg;kvinnor;Antal;2007;2.04
Varberg;kvinnor;Antal;2008;2.15
Varberg;kvinnor;Antal;2009;2.17
Varberg;kvinnor;Antal;2010;2.28
Varberg;kvinnor;Antal;2011;2.12
Varberg;kvinnor;Antal;2012;1.94
Varberg;kvinnor;Antal;2013;2.07
Varberg;kvinnor;Antal;2014;1.92
Varberg;kvinnor;Antal;2015;1.86
Varberg;kvinnor;Antal;2016;1.89
Varberg;kvinnor;Antal;2017;1.92
Varberg;kvinnor;Antal;2018;1.82
Varberg;kvinnor;Antal;2019;1.8
Varberg;kvinnor;Antal;2020;1.74
Varberg;kvinnor;Antal;2021;1.86
Varberg;kvinnor;Antal;2022;1.82
Varberg;kvinnor;Antal;2023;1.56
Varberg;kvinnor;Antal;2024;1.64
Varberg;kvinnor;Antal;2025;1.73
Kungsbacka;män;Antal;2000;1.83
Kungsbacka;män;Antal;2001;1.85
Kungsbacka;män;Antal;2002;2.04
Kungsbacka;män;Antal;2003;1.97
Kungsbacka;män;Antal;2004;1.98
Kungsbacka;män;Antal;2005;2.06
Kungsbacka;män;Antal;2006;2.06
Kungsbacka;män;Antal;2007;2.09
Kungsbacka;män;Antal;2008;2.06
Kungsbacka;män;Antal;2009;2.27
Kungsbacka;män;Antal;2010;2.24
Kungsbacka;män;Antal;2011;2.03
Kungsbacka;män;Antal;2012;2.06
Kungsbacka;män;Antal;2013;1.99
Kungsbacka;män;Antal;2014;2.07
Kungsbacka;män;Antal;2015;1.95
Kungsbacka;män;Antal;2016;1.97
Kungsbacka;män;Antal;2017;1.77
Kungsbacka;män;Antal;2018;1.91
Kungsbacka;män;Antal;2019;1.82
Kungsbacka;män;Antal;2020;1.72
Kungsbacka;män;Antal;2021;1.75
Kungsbacka;män;Antal;2022;1.62
Kungsbacka;män;Antal;2023;1.53
Kungsbacka;män;Antal;2024;1.55
Kungsbacka;män;Antal;2025;1.5
Kungsbacka;kvinnor;Antal;2000;1.86
Kungsbacka;kvinnor;Antal;2001;1.91
Kungsbacka;kvinnor;Antal;2002;2.14
Kungsbacka;kvinnor;Antal;2003;2.11
Kungsbacka;kvinnor;Antal;2004;2.08
Kungsbacka;kvinnor;Antal;2005;2.22
Kungsbacka;kvinnor;Antal;2006;2.18
Kungsbacka;kvinnor;Antal;2007;2.17
Kungsbacka;kvinnor;Antal;2008;2.14
Kungsbacka;kvinnor;Antal;2009;2.34
Kungsbacka;kvinnor;Antal;2010;2.37
Kungsbacka;kvinnor;Antal;2011;2.1
Kungsbacka;kvinnor;Antal;2012;2.21
Kungsbacka;kvinnor;Antal;2013;2.12
Kungsbacka;kvinnor;Antal;2014;2.17
Kungsbacka;kvinnor;Antal;2015;2.02
Kungsbacka;kvinnor;Antal;2016;2.04
Kungsbacka;kvinnor;Antal;2017;1.83
Kungsbacka;kvinnor;Antal;2018;1.99
Kungsbacka;kvinnor;Antal;2019;1.9
Kungsbacka;kvinnor;Antal;2020;1.77
Kungsbacka;kvinnor;Antal;2021;1.82
Kungsbacka;kvinnor;Antal;2022;1.71
Kungsbacka;kvinnor;Antal;2023;1.68
Kungsbacka;kvinnor;Antal;2024;1.68
Kungsbacka;kvinnor;Antal;2025;1.58
Härryda;män;Antal;2000;1.7
Härryda;män;Antal;2001;1.61
Härryda;män;Antal;2002;1.8
Härryda;män;Antal;2003;1.76
Härryda;män;Antal;2004;1.72
Härryda;män;Antal;2005;2.08
Härryda;män;Antal;2006;2.09
Härryda;män;Antal;2007;2.1
Härryda;män;Antal;2008;2.36
Härryda;män;Antal;2009;2.08
Härryda;män;Antal;2010;2.53
Härryda;män;Antal;2011;1.97
Härryda;män;Antal;2012;2.31
Härryda;män;Antal;2013;2.14
Härryda;män;Antal;2014;2.09
Härryda;män;Antal;2015;1.93
Härryda;män;Antal;2016;2.02
Härryda;män;Antal;2017;1.74
Härryda;män;Antal;2018;1.59
Härryda;män;Antal;2019;1.77
Härryda;män;Antal;2020;1.54
Härryda;män;Antal;2021;1.72
Härryda;män;Antal;2022;1.56
Härryda;män;Antal;2023;1.49
Härryda;män;Antal;2024;1.45
Härryda;män;Antal;2025;1.36
Härryda;kvinnor;Antal;2000;1.84
Härryda;kvinnor;Antal;2001;1.8
Härryda;kvinnor;Antal;2002;1.95
Härryda;kvinnor;Antal;2003;1.97
Härryda;kvinnor;Antal;2004;1.86
Härryda;kvinnor;Antal;2005;2.14
Härryda;kvinnor;Antal;2006;2.27
Härryda;kvinnor;Antal;2007;2.3
Härryda;kvinnor;Antal;2008;2.49
Härryda;kvinnor;Antal;2009;2.24
Härryda;kvinnor;Antal;2010;2.71
Härryda;kvinnor;Antal;2011;2.08
Härryda;kvinnor;Antal;2012;2.43
Härryda;kvinnor;Antal;2013;2.21
Härryda;kvinnor;Antal;2014;2.17
Härryda;kvinnor;Antal;2015;2.04
Härryda;kvinnor;Antal;2016;2.15
Härryda;kvinnor;Antal;2017;1.87
Härryda;kvinnor;Antal;2018;1.73
Härryda;kvinnor;Antal;2019;1.84
Härryda;kvinnor;Antal;2020;1.72
Härryda;kvinnor;Antal;2021;1.85
Härryda;kvinnor;Antal;2022;1.74
Härryda;kvinnor;Antal;2023;1.66
Härryda;kvinnor;Antal;2024;1.6
Härryda;kvinnor;Antal;2025;1.55
Partille;män;Antal;2000;1.76
Partille;män;Antal;2001;1.74
Partille;män;Antal;2002;1.68
Partille;män;Antal;2003;1.83
Partille;män;Antal;2004;1.89
Partille;män;Antal;2005;1.67
Partille;män;Antal;2006;1.79
Partille;män;Antal;2007;1.86
Partille;män;Antal;2008;1.81
Partille;män;Antal;2009;1.88
Partille;män;Antal;2010;2.05
Partille;män;Antal;2011;1.99
Partille;män;Antal;2012;2.14
Partille;män;Antal;2013;1.98
Partille;män;Antal;2014;1.79
Partille;män;Antal;2015;1.83
Partille;män;Antal;2016;1.91
Partille;män;Antal;2017;1.7
Partille;män;Antal;2018;1.55
Partille;män;Antal;2019;1.69
Partille;män;Antal;2020;1.67
Partille;män;Antal;2021;1.62
Partille;män;Antal;2022;1.51
Partille;män;Antal;2023;1.48
Partille;män;Antal;2024;1.26
Partille;män;Antal;2025;1.55
Partille;kvinnor;Antal;2000;1.8
Partille;kvinnor;Antal;2001;1.86
Partille;kvinnor;Antal;2002;1.8
Partille;kvinnor;Antal;2003;1.95
Partille;kvinnor;Antal;2004;2.09
Partille;kvinnor;Antal;2005;1.88
Partille;kvinnor;Antal;2006;1.95
Partille;kvinnor;Antal;2007;1.99
Partille;kvinnor;Antal;2008;1.95
Partille;kvinnor;Antal;2009;2.07
Partille;kvinnor;Antal;2010;2.2
Partille;kvinnor;Antal;2011;2.08
Partille;kvinnor;Antal;2012;2.22
Partille;kvinnor;Antal;2013;2.09
Partille;kvinnor;Antal;2014;1.83
Partille;kvinnor;Antal;2015;1.93
Partille;kvinnor;Antal;2016;2.01
Partille;kvinnor;Antal;2017;1.79
Partille;kvinnor;Antal;2018;1.67
Partille;kvinnor;Antal;2019;1.83
Partille;kvinnor;Antal;2020;1.81
Partille;kvinnor;Antal;2021;1.8
Partille;kvinnor;Antal;2022;1.67
Partille;kvinnor;Antal;2023;1.74
Partille;kvinnor;Antal;2024;1.49
Partille;kvinnor;Antal;2025;1.84
Öckerö;män;Antal;2000;1.41
Öckerö;män;Antal;2001;1.93
Öckerö;män;Antal;2002;1.94
Öckerö;män;Antal;2003;1.81
Öckerö;män;Antal;2004;1.7
Öckerö;män;Antal;2005;1.92
Öckerö;män;Antal;2006;2.06
Öckerö;män;Antal;2007;2.09
Öckerö;män;Antal;2008;2.12
Öckerö;män;Antal;2009;1.82
Öckerö;män;Antal;2010;2.18
Öckerö;män;Antal;2011;1.72
Öckerö;män;Antal;2012;1.79
Öckerö;män;Antal;2013;1.93
Öckerö;män;Antal;2014;1.89
Öckerö;män;Antal;2015;2.02
Öckerö;män;Antal;2016;1.91
Öckerö;män;Antal;2017;1.67
Öckerö;män;Antal;2018;1.71
Öckerö;män;Antal;2019;1.74
Öckerö;män;Antal;2020;1.55
Öckerö;män;Antal;2021;1.51
Öckerö;män;Antal;2022;1.25
Öckerö;män;Antal;2023;1.33
Öckerö;män;Antal;2024;1.45
Öckerö;män;Antal;2025;1.58
Öckerö;kvinnor;Antal;2000;1.67
Öckerö;kvinnor;Antal;2001;2.09
Öckerö;kvinnor;Antal;2002;2.26
Öckerö;kvinnor;Antal;2003;2.01
Öckerö;kvinnor;Antal;2004;2
Öckerö;kvinnor;Antal;2005;2.23
Öckerö;kvinnor;Antal;2006;2.29
Öckerö;kvinnor;Antal;2007;2.35
Öckerö;kvinnor;Antal;2008;2.22
Öckerö;kvinnor;Antal;2009;1.97
Öckerö;kvinnor;Antal;2010;2.5
Öckerö;kvinnor;Antal;2011;1.92
Öckerö;kvinnor;Antal;2012;2.04
Öckerö;kvinnor;Antal;2013;2.03
Öckerö;kvinnor;Antal;2014;2.05
Öckerö;kvinnor;Antal;2015;2.02
Öckerö;kvinnor;Antal;2016;1.97
Öckerö;kvinnor;Antal;2017;1.77
Öckerö;kvinnor;Antal;2018;1.8
Öckerö;kvinnor;Antal;2019;1.97
Öckerö;kvinnor;Antal;2020;1.72
Öckerö;kvinnor;Antal;2021;1.68
Öckerö;kvinnor;Antal;2022;1.43
Öckerö;kvinnor;Antal;2023;1.59
Öckerö;kvinnor;Antal;2024;1.72
Öckerö;kvinnor;Antal;2025;1.87
Stenungsund;män;Antal;2000;1.56
Stenungsund;män;Antal;2001;1.55
Stenungsund;män;Antal;2002;1.77
Stenungsund;män;Antal;2003;1.74
Stenungsund;män;Antal;2004;1.81
Stenungsund;män;Antal;2005;2.07
Stenungsund;män;Antal;2006;2.05
Stenungsund;män;Antal;2007;1.96
Stenungsund;män;Antal;2008;1.81
Stenungsund;män;Antal;2009;2.14
Stenungsund;män;Antal;2010;2.02
