region;kön;tabellinnehåll;år;Värde
Älvkarleby;män;Antal;2015;1.54
Älvkarleby;män;Antal;2016;1.61
Älvkarleby;män;Antal;2017;2.11
Älvkarleby;män;Antal;2018;1.5
Älvkarleby;män;Antal;2019;1.46
Älvkarleby;män;Antal;2020;1.93
Älvkarleby;män;Antal;2021;1.52
Älvkarleby;män;Antal;2022;1.41
Älvkarleby;män;Antal;2023;1.53
Älvkarleby;män;Antal;2024;1.35
Älvkarleby;män;Antal;2025;1.55
Älvkarleby;kvinnor;Antal;2000;1.48
Älvkarleby;kvinnor;Antal;2001;1.51
Älvkarleby;kvinnor;Antal;2002;1.91
Älvkarleby;kvinnor;Antal;2003;1.85
Älvkarleby;kvinnor;Antal;2004;1.93
Älvkarleby;kvinnor;Antal;2005;1.76
Älvkarleby;kvinnor;Antal;2006;1.9
Älvkarleby;kvinnor;Antal;2007;2.22
Älvkarleby;kvinnor;Antal;2008;2.2
Älvkarleby;kvinnor;Antal;2009;2.18
Älvkarleby;kvinnor;Antal;2010;2.44
Älvkarleby;kvinnor;Antal;2011;2.08
Älvkarleby;kvinnor;Antal;2012;2.43
Älvkarleby;kvinnor;Antal;2013;1.75
Älvkarleby;kvinnor;Antal;2014;1.94
Älvkarleby;kvinnor;Antal;2015;1.89
Älvkarleby;kvinnor;Antal;2016;1.88
Älvkarleby;kvinnor;Antal;2017;2.33
Älvkarleby;kvinnor;Antal;2018;1.8
Älvkarleby;kvinnor;Antal;2019;1.7
Älvkarleby;kvinnor;Antal;2020;2.17
Älvkarleby;kvinnor;Antal;2021;1.77
Älvkarleby;kvinnor;Antal;2022;1.4
Älvkarleby;kvinnor;Antal;2023;1.78
Älvkarleby;kvinnor;Antal;2024;1.45
Älvkarleby;kvinnor;Antal;2025;1.71
Knivsta;män;Antal;2000;
Knivsta;män;Antal;2001;
Knivsta;män;Antal;2002;
Knivsta;män;Antal;2003;2.22
Knivsta;män;Antal;2004;2.28
Knivsta;män;Antal;2005;2.35
Knivsta;män;Antal;2006;2.58
Knivsta;män;Antal;2007;2.06
Knivsta;män;Antal;2008;2.38
Knivsta;män;Antal;2009;2.17
Knivsta;män;Antal;2010;1.99
Knivsta;män;Antal;2011;1.91
Knivsta;män;Antal;2012;2.32
Knivsta;män;Antal;2013;1.89
Knivsta;män;Antal;2014;2.03
Knivsta;män;Antal;2015;2.02
Knivsta;män;Antal;2016;2.25
Knivsta;män;Antal;2017;2.17
Knivsta;män;Antal;2018;1.99
Knivsta;män;Antal;2019;1.79
Knivsta;män;Antal;2020;1.64
Knivsta;män;Antal;2021;1.59
Knivsta;män;Antal;2022;1.68
Knivsta;män;Antal;2023;1.34
Knivsta;män;Antal;2024;1.49
Knivsta;män;Antal;2025;1.38
Knivsta;kvinnor;Antal;2000;
Knivsta;kvinnor;Antal;2001;
Knivsta;kvinnor;Antal;2002;
Knivsta;kvinnor;Antal;2003;2.31
Knivsta;kvinnor;Antal;2004;2.29
Knivsta;kvinnor;Antal;2005;2.39
Knivsta;kvinnor;Antal;2006;2.59
Knivsta;kvinnor;Antal;2007;2.15
Knivsta;kvinnor;Antal;2008;2.33
Knivsta;kvinnor;Antal;2009;2.24
Knivsta;kvinnor;Antal;2010;2.25
Knivsta;kvinnor;Antal;2011;1.95
Knivsta;kvinnor;Antal;2012;2.42
Knivsta;kvinnor;Antal;2013;1.98
Knivsta;kvinnor;Antal;2014;2.17
Knivsta;kvinnor;Antal;2015;2.14
Knivsta;kvinnor;Antal;2016;2.38
Knivsta;kvinnor;Antal;2017;2.29
Knivsta;kvinnor;Antal;2018;2.07
Knivsta;kvinnor;Antal;2019;1.81
Knivsta;kvinnor;Antal;2020;1.77
Knivsta;kvinnor;Antal;2021;1.8
Knivsta;kvinnor;Antal;2022;1.84
Knivsta;kvinnor;Antal;2023;1.43
Knivsta;kvinnor;Antal;2024;1.7
Knivsta;kvinnor;Antal;2025;1.48
Heby;män;Antal;2000;1.62
Heby;män;Antal;2001;1.83
Heby;män;Antal;2002;1.53
Heby;män;Antal;2003;1.54
Heby;män;Antal;2004;1.85
Heby;män;Antal;2005;1.37
Heby;män;Antal;2006;1.69
Heby;män;Antal;2007;1.85
Heby;män;Antal;2008;1.71
Heby;män;Antal;2009;1.7
Heby;män;Antal;2010;1.95
Heby;män;Antal;2011;1.68
Heby;män;Antal;2012;1.98
Heby;män;Antal;2013;1.9
Heby;män;Antal;2014;1.87
Heby;män;Antal;2015;1.85
Heby;män;Antal;2016;1.65
Heby;män;Antal;2017;1.63
Heby;män;Antal;2018;1.51
Heby;män;Antal;2019;1.69
Heby;män;Antal;2020;1.29
Heby;män;Antal;2021;1.66
Heby;män;Antal;2022;1.15
Heby;män;Antal;2023;1.35
Heby;män;Antal;2024;1.42
Heby;män;Antal;2025;1.28
Heby;kvinnor;Antal;2000;2.11
Heby;kvinnor;Antal;2001;2.34
Heby;kvinnor;Antal;2002;1.76
Heby;kvinnor;Antal;2003;1.88
Heby;kvinnor;Antal;2004;2.2
Heby;kvinnor;Antal;2005;1.72
Heby;kvinnor;Antal;2006;1.91
Heby;kvinnor;Antal;2007;2.12
Heby;kvinnor;Antal;2008;1.88
Heby;kvinnor;Antal;2009;1.93
Heby;kvinnor;Antal;2010;2.24
Heby;kvinnor;Antal;2011;1.91
Heby;kvinnor;Antal;2012;2.09
Heby;kvinnor;Antal;2013;2.18
Heby;kvinnor;Antal;2014;2.03
Heby;kvinnor;Antal;2015;2.11
Heby;kvinnor;Antal;2016;1.75
Heby;kvinnor;Antal;2017;1.84
Heby;kvinnor;Antal;2018;1.76
Heby;kvinnor;Antal;2019;1.91
Heby;kvinnor;Antal;2020;1.52
Heby;kvinnor;Antal;2021;1.96
Heby;kvinnor;Antal;2022;1.4
Heby;kvinnor;Antal;2023;1.63
Heby;kvinnor;Antal;2024;1.47
Heby;kvinnor;Antal;2025;1.57
Tierp;män;Antal;2000;1.23
Tierp;män;Antal;2001;1.28
Tierp;män;Antal;2002;1.65
Tierp;män;Antal;2003;1.67
Tierp;män;Antal;2004;1.93
Tierp;män;Antal;2005;1.58
Tierp;män;Antal;2006;1.51
Tierp;män;Antal;2007;1.69
Tierp;män;Antal;2008;1.87
Tierp;män;Antal;2009;1.74
Tierp;män;Antal;2010;1.78
Tierp;män;Antal;2011;1.9
Tierp;män;Antal;2012;1.86
Tierp;män;Antal;2013;1.69
Tierp;män;Antal;2014;1.77
Tierp;män;Antal;2015;2.29
Tierp;män;Antal;2016;2.06
Tierp;män;Antal;2017;1.85
Tierp;män;Antal;2018;1.7
Tierp;män;Antal;2019;1.73
Tierp;män;Antal;2020;1.74
Tierp;män;Antal;2021;1.47
Tierp;män;Antal;2022;1.59
Tierp;män;Antal;2023;1.2
Tierp;män;Antal;2024;1.23
Tierp;män;Antal;2025;1.37
Tierp;kvinnor;Antal;2000;1.57
Tierp;kvinnor;Antal;2001;1.57
Tierp;kvinnor;Antal;2002;1.94
Tierp;kvinnor;Antal;2003;1.97
Tierp;kvinnor;Antal;2004;2.23
Tierp;kvinnor;Antal;2005;1.81
Tierp;kvinnor;Antal;2006;1.72
Tierp;kvinnor;Antal;2007;1.95
Tierp;kvinnor;Antal;2008;2.13
Tierp;kvinnor;Antal;2009;2
Tierp;kvinnor;Antal;2010;1.97
Tierp;kvinnor;Antal;2011;2.02
Tierp;kvinnor;Antal;2012;2.02
Tierp;kvinnor;Antal;2013;1.86
Tierp;kvinnor;Antal;2014;1.92
Tierp;kvinnor;Antal;2015;2.51
Tierp;kvinnor;Antal;2016;2.26
Tierp;kvinnor;Antal;2017;1.98
Tierp;kvinnor;Antal;2018;1.98
Tierp;kvinnor;Antal;2019;2.06
Tierp;kvinnor;Antal;2020;1.96
Tierp;kvinnor;Antal;2021;1.72
Tierp;kvinnor;Antal;2022;1.88
Tierp;kvinnor;Antal;2023;1.39
Tierp;kvinnor;Antal;2024;1.43
Tierp;kvinnor;Antal;2025;1.63
Uppsala;män;Antal;2000;1.42
Uppsala;män;Antal;2001;1.47
Uppsala;män;Antal;2002;1.55
Uppsala;män;Antal;2003;1.55
Uppsala;män;Antal;2004;1.61
Uppsala;män;Antal;2005;1.59
Uppsala;män;Antal;2006;1.68
Uppsala;män;Antal;2007;1.72
Uppsala;män;Antal;2008;1.81
Uppsala;män;Antal;2009;1.75
Uppsala;män;Antal;2010;1.8
Uppsala;män;Antal;2011;1.73
Uppsala;män;Antal;2012;1.68
Uppsala;män;Antal;2013;1.63
Uppsala;män;Antal;2014;1.6
Uppsala;män;Antal;2015;1.64
Uppsala;män;Antal;2016;1.61
Uppsala;män;Antal;2017;1.49
Uppsala;män;Antal;2018;1.51
Uppsala;män;Antal;2019;1.43
Uppsala;män;Antal;2020;1.38
Uppsala;män;Antal;2021;1.42
Uppsala;män;Antal;2022;1.28
Uppsala;män;Antal;2023;1.25
Uppsala;män;Antal;2024;1.24
Uppsala;män;Antal;2025;1.22
Uppsala;kvinnor;Antal;2000;1.41
Uppsala;kvinnor;Antal;2001;1.44
Uppsala;kvinnor;Antal;2002;1.52
Uppsala;kvinnor;Antal;2003;1.54
Uppsala;kvinnor;Antal;2004;1.6
Uppsala;kvinnor;Antal;2005;1.59
Uppsala;kvinnor;Antal;2006;1.69
Uppsala;kvinnor;Antal;2007;1.74
Uppsala;kvinnor;Antal;2008;1.84
Uppsala;kvinnor;Antal;2009;1.78
Uppsala;kvinnor;Antal;2010;1.85
Uppsala;kvinnor;Antal;2011;1.75
Uppsala;kvinnor;Antal;2012;1.72
Uppsala;kvinnor;Antal;2013;1.66
Uppsala;kvinnor;Antal;2014;1.63
Uppsala;kvinnor;Antal;2015;1.67
Uppsala;kvinnor;Antal;2016;1.6
Uppsala;kvinnor;Antal;2017;1.52
Uppsala;kvinnor;Antal;2018;1.53
Uppsala;kvinnor;Antal;2019;1.47
Uppsala;kvinnor;Antal;2020;1.4
Uppsala;kvinnor;Antal;2021;1.46
Uppsala;kvinnor;Antal;2022;1.31
Uppsala;kvinnor;Antal;2023;1.28
Uppsala;kvinnor;Antal;2024;1.26
Uppsala;kvinnor;Antal;2025;1.23
Enköping;män;Antal;2000;1.61
Enköping;män;Antal;2001;1.61
Enköping;män;Antal;2002;1.53
Enköping;män;Antal;2003;1.7
Enköping;män;Antal;2004;1.68
Enköping;män;Antal;2005;1.65
Enköping;män;Antal;2006;1.83
Enköping;män;Antal;2007;1.64
Enköping;män;Antal;2008;1.78
Enköping;män;Antal;2009;1.86
Enköping;män;Antal;2010;1.7
Enköping;män;Antal;2011;1.85
Enköping;män;Antal;2012;2.07
Enköping;män;Antal;2013;1.81
Enköping;män;Antal;2014;1.93
Enköping;män;Antal;2015;1.58
Enköping;män;Antal;2016;1.98
Enköping;män;Antal;2017;1.83
Enköping;män;Antal;2018;1.7
Enköping;män;Antal;2019;1.91
Enköping;män;Antal;2020;1.69
Enköping;män;Antal;2021;1.56
Enköping;män;Antal;2022;1.43
Enköping;män;Antal;2023;1.3
Enköping;män;Antal;2024;1.46
Enköping;män;Antal;2025;1.32
Enköping;kvinnor;Antal;2000;1.77
Enköping;kvinnor;Antal;2001;1.83
Enköping;kvinnor;Antal;2002;1.66
Enköping;kvinnor;Antal;2003;1.85
Enköping;kvinnor;Antal;2004;1.89
Enköping;kvinnor;Antal;2005;1.79
Enköping;kvinnor;Antal;2006;2.03
Enköping;kvinnor;Antal;2007;1.86
Enköping;kvinnor;Antal;2008;1.92
Enköping;kvinnor;Antal;2009;2.11
Enköping;kvinnor;Antal;2010;1.88
Enköping;kvinnor;Antal;2011;2.02
Enköping;kvinnor;Antal;2012;2.23
Enköping;kvinnor;Antal;2013;1.99
Enköping;kvinnor;Antal;2014;2.01
Enköping;kvinnor;Antal;2015;1.79
Enköping;kvinnor;Antal;2016;2.17
Enköping;kvinnor;Antal;2017;2
Enköping;kvinnor;Antal;2018;1.95
Enköping;kvinnor;Antal;2019;2.07
Enköping;kvinnor;Antal;2020;1.89
Enköping;kvinnor;Antal;2021;1.79
Enköping;kvinnor;Antal;2022;1.63
Enköping;kvinnor;Antal;2023;1.54
Enköping;kvinnor;Antal;2024;1.68
Enköping;kvinnor;Antal;2025;1.57
Östhammar;män;Antal;2000;1.28
Östhammar;män;Antal;2001;1.33
Östhammar;män;Antal;2002;1.52
Östhammar;män;Antal;2003;1.55
Östhammar;män;Antal;2004;1.6
Östhammar;män;Antal;2005;1.69
Östhammar;män;Antal;2006;1.86
Östhammar;män;Antal;2007;1.76
Östhammar;män;Antal;2008;1.79
Östhammar;män;Antal;2009;1.78
Östhammar;män;Antal;2010;2.03
Östhammar;män;Antal;2011;1.82
Östhammar;män;Antal;2012;2.13
Östhammar;män;Antal;2013;1.77
Östhammar;män;Antal;2014;1.73
Östhammar;män;Antal;2015;2
Östhammar;män;Antal;2016;1.82
Östhammar;män;Antal;2017;1.71
Östhammar;män;Antal;2018;1.58
Östhammar;män;Antal;2019;1.71
Östhammar;män;Antal;2020;1.43
Östhammar;män;Antal;2021;1.47
Östhammar;män;Antal;2022;1.47
Östhammar;män;Antal;2023;1.26
Östhammar;män;Antal;2024;1.26
Östhammar;män;Antal;2025;1.24
Östhammar;kvinnor;Antal;2000;1.5
Östhammar;kvinnor;Antal;2001;1.63
Östhammar;kvinnor;Antal;2002;1.78
Östhammar;kvinnor;Antal;2003;1.72
Östhammar;kvinnor;Antal;2004;1.92
Östhammar;kvinnor;Antal;2005;2.06
Östhammar;kvinnor;Antal;2006;2.19
Östhammar;kvinnor;Antal;2007;2.03
Östhammar;kvinnor;Antal;2008;2.13
Östhammar;kvinnor;Antal;2009;1.99
Östhammar;kvinnor;Antal;2010;2.26
Östhammar;kvinnor;Antal;2011;2.12
Östhammar;kvinnor;Antal;2012;2.41
Östhammar;kvinnor;Antal;2013;1.96
Östhammar;kvinnor;Antal;2014;1.89
Östhammar;kvinnor;Antal;2015;2.2
Östhammar;kvinnor;Antal;2016;2.02
Östhammar;kvinnor;Antal;2017;1.91
Östhammar;kvinnor;Antal;2018;1.9
Östhammar;kvinnor;Antal;2019;1.95
Östhammar;kvinnor;Antal;2020;1.66
Östhammar;kvinnor;Antal;2021;1.67
Östhammar;kvinnor;Antal;2022;1.79
Östhammar;kvinnor;Antal;2023;1.49
Östhammar;kvinnor;Antal;2024;1.64
Östhammar;kvinnor;Antal;2025;1.54
Vingåker;män;Antal;2000;1.53
Vingåker;män;Antal;2001;1.9
Vingåker;män;Antal;2002;1.92
Vingåker;män;Antal;2003;1.81
Vingåker;män;Antal;2004;1.79
Vingåker;män;Antal;2005;1.74
Vingåker;män;Antal;2006;1.8
Vingåker;män;Antal;2007;1.47
Vingåker;män;Antal;2008;1.63
Vingåker;män;Antal;2009;1.45
Vingåker;män;Antal;2010;1.7
Vingåker;män;Antal;2011;1.7
Vingåker;män;Antal;2012;1.77
Vingåker;män;Antal;2013;1.64
Vingåker;män;Antal;2014;2.15
Vingåker;män;Antal;2015;2.06
Vingåker;män;Antal;2016;1.76
Vingåker;män;Antal;2017;1.53
Vingåker;män;Antal;2018;2.25
Vingåker;män;Antal;2019;1.27
Vingåker;män;Antal;2020;1.75
Vingåker;män;Antal;2021;1.8
Vingåker;män;Antal;2022;1.5
Vingåker;män;Antal;2023;1.23
Vingåker;män;Antal;2024;1.31
Vingåker;män;Antal;2025;1.36
Vingåker;kvinnor;Antal;2000;1.67
Vingåker;kvinnor;Antal;2001;2.09
Vingåker;kvinnor;Antal;2002;2.15
Vingåker;kvinnor;Antal;2003;2.03
Vingåker;kvinnor;Antal;2004;2.1
Vingåker;kvinnor;Antal;2005;1.85
Vingåker;kvinnor;Antal;2006;2.21
Vingåker;kvinnor;Antal;2007;1.72
Vingåker;kvinnor;Antal;2008;1.82
Vingåker;kvinnor;Antal;2009;1.71
Vingåker;kvinnor;Antal;2010;2.06
Vingåker;kvinnor;Antal;2011;1.91
Vingåker;kvinnor;Antal;2012;2.1
Vingåker;kvinnor;Antal;2013;1.96
Vingåker;kvinnor;Antal;2014;2.41
Vingåker;kvinnor;Antal;2015;2.41
Vingåker;kvinnor;Antal;2016;1.98
Vingåker;kvinnor;Antal;2017;2.03
Vingåker;kvinnor;Antal;2018;2.59
Vingåker;kvinnor;Antal;2019;1.57
Vingåker;kvinnor;Antal;2020;2.06
Vingåker;kvinnor;Antal;2021;2.03
Vingåker;kvinnor;Antal;2022;1.71
Vingåker;kvinnor;Antal;2023;1.46
Vingåker;kvinnor;Antal;2024;1.52
Vingåker;kvinnor;Antal;2025;1.55
Gnesta;män;Antal;2000;1.56
Gnesta;män;Antal;2001;1.48
Gnesta;män;Antal;2002;1.76
Gnesta;män;Antal;2003;2.02
Gnesta;män;Antal;2004;1.79
Gnesta;män;Antal;2005;1.81
Gnesta;män;Antal;2006;1.53
Gnesta;män;Antal;2007;1.78
Gnesta;män;Antal;2008;1.99
Gnesta;män;Antal;2009;1.61
Gnesta;män;Antal;2010;2.32
Gnesta;män;Antal;2011;1.9
Gnesta;män;Antal;2012;1.93
Gnesta;män;Antal;2013;1.62
Gnesta;män;Antal;2014;1.95
Gnesta;män;Antal;2015;1.91
Gnesta;män;Antal;2016;1.88
Gnesta;män;Antal;2017;1.83
Gnesta;män;Antal;2018;1.89
Gnesta;män;Antal;2019;1.9
Gnesta;män;Antal;2020;1.54
Gnesta;män;Antal;2021;1.64
Gnesta;män;Antal;2022;1.58
Gnesta;män;Antal;2023;1.07
Gnesta;män;Antal;2024;1.55
Gnesta;män;Antal;2025;1.22
Gnesta;kvinnor;Antal;2000;1.74
Gnesta;kvinnor;Antal;2001;1.7
Gnesta;kvinnor;Antal;2002;1.95
Gnesta;kvinnor;Antal;2003;2.24
Gnesta;kvinnor;Antal;2004;1.99
Gnesta;kvinnor;Antal;2005;2.06
Gnesta;kvinnor;Antal;2006;1.85
Gnesta;kvinnor;Antal;2007;2.03
Gnesta;kvinnor;Antal;2008;2.25
Gnesta;kvinnor;Antal;2009;1.93
Gnesta;kvinnor;Antal;2010;2.56
Gnesta;kvinnor;Antal;2011;2.07
Gnesta;kvinnor;Antal;2012;2.22
Gnesta;kvinnor;Antal;2013;1.92
Gnesta;kvinnor;Antal;2014;2.16
Gnesta;kvinnor;Antal;2015;2.05
Gnesta;kvinnor;Antal;2016;2.05
Gnesta;kvinnor;Antal;2017;1.85
Gnesta;kvinnor;Antal;2018;2
Gnesta;kvinnor;Antal;2019;2
Gnesta;kvinnor;Antal;2020;1.68
Gnesta;kvinnor;Antal;2021;1.84
Gnesta;kvinnor;Antal;2022;1.73
Gnesta;kvinnor;Antal;2023;1.12
Gnesta;kvinnor;Antal;2024;1.79
Gnesta;kvinnor;Antal;2025;1.4
Nyköping;män;Antal;2000;1.51
Nyköping;män;Antal;2001;1.52
Nyköping;män;Antal;2002;1.58
Nyköping;män;Antal;2003;1.75
Nyköping;män;Antal;2004;1.79
Nyköping;män;Antal;2005;1.81
Nyköping;män;Antal;2006;1.9
Nyköping;män;Antal;2007;1.89
Nyköping;män;Antal;2008;1.84
Nyköping;män;Antal;2009;1.78
Nyköping;män;Antal;2010;1.84
Nyköping;män;Antal;2011;1.87
Nyköping;män;Antal;2012;1.91
Nyköping;män;Antal;2013;1.89
Nyköping;män;Antal;2014;1.77
Nyköping;män;Antal;2015;1.84
Nyköping;män;Antal;2016;1.88
Nyköping;män;Antal;2017;1.7
Nyköping;män;Antal;2018;1.72
Nyköping;män;Antal;2019;1.63
Nyköping;män;Antal;2020;1.5
Nyköping;män;Antal;2021;1.62
Nyköping;män;Antal;2022;1.54
Nyköping;män;Antal;2023;1.33
Nyköping;män;Antal;2024;1.49
Nyköping;män;Antal;2025;1.31
Nyköping;kvinnor;Antal;2000;1.69
Nyköping;kvinnor;Antal;2001;1.61
Nyköping;kvinnor;Antal;2002;1.71
Nyköping;kvinnor;Antal;2003;1.91
Nyköping;kvinnor;Antal;2004;1.95
Nyköping;kvinnor;Antal;2005;1.94
Nyköping;kvinnor;Antal;2006;2.04
Nyköping;kvinnor;Antal;2007;2.07
Nyköping;kvinnor;Antal;2008;1.98
Nyköping;kvinnor;Antal;2009;1.91
Nyköping;kvinnor;Antal;2010;1.93
Nyköping;kvinnor;Antal;2011;1.96
Nyköping;kvinnor;Antal;2012;2
Nyköping;kvinnor;Antal;2013;1.97
Nyköping;kvinnor;Antal;2014;1.87
Nyköping;kvinnor;Antal;2015;1.99
Nyköping;kvinnor;Antal;2016;2
Nyköping;kvinnor;Antal;2017;1.88
Nyköping;kvinnor;Antal;2018;1.86
Nyköping;kvinnor;Antal;2019;1.81
Nyköping;kvinnor;Antal;2020;1.66
Nyköping;kvinnor;Antal;2021;1.84
Nyköping;kvinnor;Antal;2022;1.71
Nyköping;kvinnor;Antal;2023;1.49
Nyköping;kvinnor;Antal;2024;1.63
Nyköping;kvinnor;Antal;2025;1.5
Oxelösund;män;Antal;2000;1.14
Oxelösund;män;Antal;2001;1.41
Oxelösund;män;Antal;2002;1.51
Oxelösund;män;Antal;2003;1.59
Oxelösund;män;Antal;2004;1.73
Oxelösund;män;Antal;2005;1.61
Oxelösund;män;Antal;2006;1.88
Oxelösund;män;Antal;2007;2.01
Oxelösund;män;Antal;2008;1.76
Oxelösund;män;Antal;2009;1.81
Oxelösund;män;Antal;2010;1.95
Oxelösund;män;Antal;2011;1.88
Oxelösund;män;Antal;2012;1.57
Oxelösund;män;Antal;2013;1.63
Oxelösund;män;Antal;2014;1.72
Oxelösund;män;Antal;2015;1.6
Oxelösund;män;Antal;2016;1.74
Oxelösund;män;Antal;2017;2.04
Oxelösund;män;Antal;2018;1.82
Oxelösund;män;Antal;2019;1.76
Oxelösund;män;Antal;2020;1.66
Oxelösund;män;Antal;2021;1.51
Oxelösund;män;Antal;2022;1.55
Oxelösund;män;Antal;2023;1.2
Oxelösund;män;Antal;2024;1.29
Oxelösund;män;Antal;2025;1.2
Oxelösund;kvinnor;Antal;2000;1.42
Oxelösund;kvinnor;Antal;2001;1.7
Oxelösund;kvinnor;Antal;2002;1.85
Oxelösund;kvinnor;Antal;2003;1.96
Oxelösund;kvinnor;Antal;2004;2.14
Oxelösund;kvinnor;Antal;2005;1.82
Oxelösund;kvinnor;Antal;2006;2.06
Oxelösund;kvinnor;Antal;2007;2.36
Oxelösund;kvinnor;Antal;2008;1.85
Oxelösund;kvinnor;Antal;2009;2.11
Oxelösund;kvinnor;Antal;2010;2.32
Oxelösund;kvinnor;Antal;2011;2.06
Oxelösund;kvinnor;Antal;2012;1.83
Oxelösund;kvinnor;Antal;2013;1.94
Oxelösund;kvinnor;Antal;2014;2.21
Oxelösund;kvinnor;Antal;2015;2.13
Oxelösund;kvinnor;Antal;2016;2.3
Oxelösund;kvinnor;Antal;2017;2.66
Oxelösund;kvinnor;Antal;2018;2.22
Oxelösund;kvinnor;Antal;2019;2.11
Oxelösund;kvinnor;Antal;2020;2.06
Oxelösund;kvinnor;Antal;2021;1.88
Oxelösund;kvinnor;Antal;2022;1.92
Oxelösund;kvinnor;Antal;2023;1.53
Oxelösund;kvinnor;Antal;2024;1.71
Oxelösund;kvinnor;Antal;2025;1.41
Flen;män;Antal;2000;1.54
Flen;män;Antal;2001;1.86
Flen;män;Antal;2002;1.88
Flen;män;Antal;2003;1.95
Flen;män;Antal;2004;1.63
Flen;män;Antal;2005;1.59
Flen;män;Antal;2006;1.5
Flen;män;Antal;2007;1.76
Flen;män;Antal;2008;1.7
Flen;män;Antal;2009;1.74
Flen;män;Antal;2010;1.81
Flen;män;Antal;2011;1.88
Flen;män;Antal;2012;1.77
Flen;män;Antal;2013;1.69
Flen;män;Antal;2014;1.98
Flen;män;Antal;2015;1.61
Flen;män;Antal;2016;2.02
Flen;män;Antal;2017;2.05
Flen;män;Antal;2018;1.74
Flen;män;Antal;2019;1.81
Flen;män;Antal;2020;1.9
Flen;män;Antal;2021;1.94
Flen;män;Antal;2022;1.46
Flen;män;Antal;2023;1.19
Flen;män;Antal;2024;1.65
Flen;män;Antal;2025;1.06
Flen;kvinnor;Antal;2000;1.86
Flen;kvinnor;Antal;2001;2.43
Flen;kvinnor;Antal;2002;2.36
Flen;kvinnor;Antal;2003;2.34
Flen;kvinnor;Antal;2004;1.99
Flen;kvinnor;Antal;2005;1.79
Flen;kvinnor;Antal;2006;1.82
Flen;kvinnor;Antal;2007;2.2
Flen;kvinnor;Antal;2008;1.99
Flen;kvinnor;Antal;2009;1.87
Flen;kvinnor;Antal;2010;2.09
Flen;kvinnor;Antal;2011;2.32
Flen;kvinnor;Antal;2012;2.12
Flen;kvinnor;Antal;2013;2.07
Flen;kvinnor;Antal;2014;2.42
Flen;kvinnor;Antal;2015;1.97
Flen;kvinnor;Antal;2016;2.35
Flen;kvinnor;Antal;2017;2.59
Flen;kvinnor;Antal;2018;2
Flen;kvinnor;Antal;2019;2.09
Flen;kvinnor;Antal;2020;2.23
Flen;kvinnor;Antal;2021;2.25
Flen;kvinnor;Antal;2022;1.81
Flen;kvinnor;Antal;2023;1.54
Flen;kvinnor;Antal;2024;1.98
Flen;kvinnor;Antal;2025;1.41
Katrineholm;män;Antal;2000;1.48
Katrineholm;män;Antal;2001;1.55
Katrineholm;män;Antal;2002;1.64
Katrineholm;män;Antal;2003;1.72
Katrineholm;män;Antal;2004;1.72
Katrineholm;män;Antal;2005;1.82
Katrineholm;män;Antal;2006;1.57
Katrineholm;män;Antal;2007;1.92
Katrineholm;män;Antal;2008;1.73
Katrineholm;män;Antal;2009;1.77
Katrineholm;män;Antal;2010;1.86
Katrineholm;män;Antal;2011;1.56
Katrineholm;män;Antal;2012;1.85
Katrineholm;män;Antal;2013;2.01
Katrineholm;män;Antal;2014;1.9
Katrineholm;män;Antal;2015;1.91
Katrineholm;män;Antal;2016;1.89
Katrineholm;män;Antal;2017;1.91
Katrineholm;män;Antal;2018;1.82
Katrineholm;män;Antal;2019;1.94
Katrineholm;män;Antal;2020;1.59
Katrineholm;män;Antal;2021;1.49
Katrineholm;män;Antal;2022;1.46
Katrineholm;män;Antal;2023;1.32
Katrineholm;män;Antal;2024;1.37
Katrineholm;män;Antal;2025;1.24
Katrineholm;kvinnor;Antal;2000;1.65
Katrineholm;kvinnor;Antal;2001;1.73
Katrineholm;kvinnor;Antal;2002;1.81
Katrineholm;kvinnor;Antal;2003;1.93
Katrineholm;kvinnor;Antal;2004;1.86
Katrineholm;kvinnor;Antal;2005;2.03
Katrineholm;kvinnor;Antal;2006;1.75
Katrineholm;kvinnor;Antal;2007;2.21
Katrineholm;kvinnor;Antal;2008;2.05
Katrineholm;kvinnor;Antal;2009;2.03
Katrineholm;kvinnor;Antal;2010;2.07
Katrineholm;kvinnor;Antal;2011;1.82
Katrineholm;kvinnor;Antal;2012;2.21
Katrineholm;kvinnor;Antal;2013;2.28
Katrineholm;kvinnor;Antal;2014;2.13
Katrineholm;kvinnor;Antal;2015;2.19
Katrineholm;kvinnor;Antal;2016;2.14
Katrineholm;kvinnor;Antal;2017;2.17
Katrineholm;kvinnor;Antal;2018;2.06
Katrineholm;kvinnor;Antal;2019;2.2
Katrineholm;kvinnor;Antal;2020;1.75
Katrineholm;kvinnor;Antal;2021;1.68
Katrineholm;kvinnor;Antal;2022;1.65
Katrineholm;kvinnor;Antal;2023;1.47
Katrineholm;kvinnor;Antal;2024;1.54
Katrineholm;kvinnor;Antal;2025;1.39
Eskilstuna;män;Antal;2000;1.44
Eskilstuna;män;Antal;2001;1.43
Eskilstuna;män;Antal;2002;1.51
Eskilstuna;män;Antal;2003;1.54
Eskilstuna;män;Antal;2004;1.5
Eskilstuna;män;Antal;2005;1.56
Eskilstuna;män;Antal;2006;1.74
Eskilstuna;män;Antal;2007;1.75
Eskilstuna;män;Antal;2008;1.75
Eskilstuna;män;Antal;2009;1.78
Eskilstuna;män;Antal;2010;1.79
